configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,78.148,2.792,14.386,7.102,27.311,10.437,67.293,57.88,15.177,37.143,7.471,10.269,5.773,10.565,21.381
1,0,1,0,1,0,0.003,0.005,0.002,0.003,0.003,0.005,0.005,0.005,0.003,0.004,0.003,0.004,0.004,0.005,0.004
10,0,0,0,1,0,0.006,0.006,0.004,0.006,0.008,0.008,0.006,0.005,0.007,0.009,0.005,0.007,0.006,0.005,0.014
11,1,0,0,0,0,78.619,2.781,14.205,7.023,27.259,10.444,67.617,58.292,15.087,37.761,7.371,10.121,5.802,10.661,21.497
12,1,0,0,1,0,78.143,2.796,14.195,7.018,27.229,10.409,67.426,59.212,15.064,37.993,7.472,10.183,5.763,10.8,21.421
13,0,0,0,0,0,77.655,2.81,14.185,6.994,27.477,10.502,67.68,58.39,15.044,37.294,7.299,10.121,5.787,10.538,21.528
14,0,0,0,1,0,0.01,0.006,0.006,0.01,0.004,0.008,0.004,0.005,0.006,0.005,0.005,0.01,0.004,0.005,0.01
15,1,1,0,1,0,78.721,2.735,14.237,6.961,27.416,10.406,67.395,14.883,14.98,20.817,6.441,10.109,4.771,10.544,20.71
16,1,0,0,0,0,79.123,2.785,14.185,6.969,27.296,10.497,68.05799999999999,59.817,15.226,37.2,7.442,10.144,5.758,10.541,21.461
17,0,0,0,1,0,0.005,0.006,0.006,0.005,0.007,0.007,0.009,0.004,0.006,0.006,0.006,0.009,0.004,0.008,0.006
18,0,1,0,1,0,0.003,0.004,0.004,0.003,0.004,0.003,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003
19,0,1,0,0,0,77.661,2.721,14.175,6.981,27.267,10.401,67.874,14.697,15.016,21.141,6.365,10.09,4.796,10.537,20.805
2,1,0,0,1,0,78.502,2.801,14.257,6.941,27.321,10.412,67.297,58.259,15.041,36.988,7.47,10.164,5.727,10.528,21.453
20,1,0,0,0,0,77.745,2.797,14.219,6.995,27.858,10.517,67.735,59.428,15.184,37.036,7.384,10.116,5.783,10.619,21.377
21,1,1,0,1,0,77.973,2.685,14.203,6.919,27.258,10.444,67.021,14.854,15.023,20.745,6.438,10.093,4.801,10.537,20.82
22,1,0,0,0,0,77.941,2.766,14.195,7.0,27.292,10.475,67.959,59.219,15.112,37.285,7.309,10.107,5.832,10.609,21.472
23,0,1,0,0,0,78.194,2.713,14.21,6.924,27.537,10.425,67.689,14.579,14.969,20.789,6.339,10.118,4.846,10.514,20.835
24,1,1,0,1,0,78.717,2.713,14.258,6.959,27.294,10.372,67.113,14.71,14.946,20.709,6.431,10.066,4.819,10.534,20.739
25,0,1,0,0,0,77.541,2.716,14.192,6.911,27.209,10.439,67.932,14.591,14.922,20.83,6.356,10.086,4.806,10.563,20.814
26,0,1,0,0,0,77.486,2.704,14.203,6.954,27.374,10.633,67.883,14.608,14.96,20.751,6.328,10.144,4.822,10.573,21.224
27,0,0,0,1,0,0.005,0.006,0.004,0.005,0.004,0.004,0.006,0.005,0.005,0.006,0.009,0.006,0.006,0.006,0.008
28,0,1,0,1,0,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.004,0.005,0.005,0.005,0.005,0.004,0.005
29,0,1,0,0,0,77.63,2.725,14.203,7.025,27.725,10.379,67.517,14.571,14.969,22.09,6.361,10.124,4.822,10.602,20.655
3,1,1,0,1,0,78.617,2.708,14.226,6.93,27.334,10.394,67.12,14.799,14.955,20.743,6.416,10.152,4.801,10.779,20.814
30,0,1,0,1,0,0.005,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.004
31,1,1,0,1,0,77.707,2.705,14.183,6.932,27.372,10.472,67.316,14.932,14.942,20.759,6.425,10.155,4.812,10.574,20.789
32,1,1,0,1,0,78.404,2.719,14.213,6.959,27.257,10.409,67.321,14.74,14.944,20.859,6.495,10.064,4.759,10.535,21.05
33,0,1,0,0,0,77.934,2.696,14.194,6.98,27.277,10.507,67.625,14.619,15.053,20.779,6.334,10.15,4.76,10.741,20.888
34,1,1,0,1,0,77.85300000000001,2.724,14.219,6.965,27.406,10.46,67.409,14.716,14.988,20.715,6.437,10.071,4.786,10.528,20.792
