configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,9.44,0.347,1.88,0.903,2.532,1.369,7.823,7.598,1.932,4.752,0.882,1.34,1.122,1.376,2.919
1,0,1,0,1,0,9.563,0.795,2.141,1.223,2.541,1.715,7.995,2.251,2.169,2.686,1.158,1.642,1.135,1.647,2.832
10,0,0,0,1,0,9.567,0.799,2.15,1.227,2.549,1.751,8.093,7.967,2.158,4.84,1.293,1.675,1.603,1.665,2.914
11,1,0,0,0,0,9.572,0.332,1.873,0.883,2.538,1.39,7.869,7.719,1.929,4.686,0.855,1.324,1.116,1.367,3.222
12,1,0,0,1,0,9.272,0.35,1.86,0.887,2.574,1.393,7.791,7.642,1.926,4.729,0.889,1.32,1.088,1.372,2.952
13,0,0,0,0,0,9.43,0.353,1.84,0.883,2.54,1.363,7.817,7.772,1.925,4.741,0.839,1.331,1.076,1.375,2.944
14,0,0,0,1,0,9.574,0.791,2.143,1.219,2.572,1.736,8.074,8.18,2.176,4.81,1.316,1.674,1.624,1.652,2.907
15,1,1,0,1,0,9.259,0.31,1.824,0.878,2.536,1.378,7.845,1.962,1.917,2.565,0.742,1.31,0.613,1.351,2.853
16,1,0,0,0,0,9.346,0.33,1.839,0.904,2.556,1.383,7.873,7.642,1.966,4.711,0.861,1.326,1.108,1.363,2.92
17,0,0,0,1,0,9.624,0.807,2.127,1.217,2.543,1.735,8.092,7.916,2.184,4.805,1.296,1.664,1.609,1.65,2.906
18,0,1,0,1,0,9.621,0.795,2.129,1.23,2.562,1.739,8.033,2.256,2.181,2.693,1.158,1.647,1.142,1.641,2.808
19,0,1,0,0,0,9.2,0.33,1.848,0.878,2.508,1.365,7.821,1.923,1.927,2.599,0.709,1.34,0.613,1.348,2.817
2,1,0,0,1,0,9.292,0.329,1.841,0.886,2.551,1.383,7.84,7.543,1.945,4.653,0.871,1.324,1.096,1.355,2.915
20,1,0,0,0,0,9.287,0.35,1.856,0.882,2.556,1.38,7.854,7.664,1.949,4.673,0.863,1.324,1.105,1.355,2.931
21,1,1,0,1,0,9.359,0.327,1.825,0.896,2.537,1.389,7.925,1.931,1.918,2.575,0.72,1.31,0.611,1.365,2.816
22,1,0,0,0,0,9.345,0.33,1.854,0.893,2.561,1.392,7.841,7.797,1.94,4.713,0.864,1.339,1.092,1.383,2.927
23,0,1,0,0,0,9.202,0.339,1.851,0.894,2.521,1.475,7.87,1.899,1.922,2.57,0.71,1.341,0.625,1.356,2.827
24,1,1,0,1,0,9.316,0.338,1.851,0.899,2.522,1.38,7.784,1.969,1.947,2.574,0.716,1.336,0.61,1.355,2.858
25,0,1,0,0,0,9.29,0.33,1.832,0.895,2.52,1.368,7.824,1.906,1.944,2.575,0.71,1.325,0.612,1.369,2.828
26,0,1,0,0,0,9.275,0.336,1.82,0.879,2.516,1.36,7.896,1.929,1.92,2.548,0.723,1.339,0.612,1.36,2.807
27,0,0,0,1,0,9.627,0.809,2.134,1.22,2.576,1.76,8.016,7.848,2.215,4.789,1.293,1.675,1.596,1.657,2.916
28,0,1,0,1,0,9.615,0.779,2.153,1.214,2.567,1.718,8.001,2.263,2.15,2.692,1.199,1.656,1.117,1.659,2.817
29,0,1,0,0,0,9.248,0.316,1.859,0.888,2.534,1.391,7.822,1.925,1.933,2.555,0.715,1.343,0.614,1.361,2.824
3,1,1,0,1,0,9.259,0.333,1.852,0.901,2.537,1.404,7.904,1.949,1.94,2.567,0.721,1.339,0.604,1.352,2.78
30,0,1,0,1,0,9.531,0.772,2.129,1.234,2.541,1.737,8.047,2.25,2.159,2.698,1.174,1.658,1.121,1.657,2.824
31,1,1,0,1,0,9.357,0.308,1.828,0.891,2.521,1.375,7.829,1.928,1.94,2.559,0.719,1.314,0.611,1.348,2.855
32,1,1,0,1,0,9.293,0.312,1.831,0.902,2.531,1.359,7.794,1.938,1.911,2.567,0.754,1.307,0.624,1.373,2.791
33,0,1,0,0,0,9.258,0.336,1.84,0.91,2.524,1.368,7.845,1.901,1.945,2.56,0.716,1.338,0.606,1.354,2.811
34,1,1,0,1,0,9.404,0.312,1.827,0.876,2.566,1.39,7.799,1.937,1.928,2.568,0.72,1.325,0.617,1.354,2.827
35,1,0,0,0,0,9.234,0.357,1.841,0.911,2.523,1.385,7.847,7.601,1.952,4.697,0.86,1.338,1.111,1.367,2.897
36,0,0,0,0,0,9.255,0.356,1.839,0.91,2.534,1.372,7.962,7.639,1.956,4.728,0.865,1.358,1.1,1.387,2.876
37,0,1,0,1,0,9.691,0.791,2.143,1.231,2.553,1.732,8.047,2.247,2.158,2.666,1.174,1.658,1.123,1.657,2.86
38,1,1,0,0,0,9.179,0.333,1.831,0.897,2.523,1.393,7.8,1.93,1.942,2.544,0.73,1.321,0.609,1.355,2.894
39,0,0,0,0,0,9.281,0.348,1.855,0.884,2.533,1.384,7.927,7.554,1.946,4.663,0.838,1.327,1.112,1.369,2.896
4,1,1,0,1,0,9.379,0.314,1.831,0.892,2.544,1.369,7.786,1.939,1.931,2.595,0.715,1.317,0.638,1.354,2.827
40,0,0,0,0,0,9.284,0.334,1.833,0.882,2.56,1.382,7.815,7.538,1.992,4.712,0.881,1.342,1.109,1.361,2.929
41,1,0,0,1,0,9.312,0.355,1.845,0.889,2.539,1.368,7.795,7.771,1.949,4.788,0.875,1.325,1.093,1.367,2.912
42,1,1,0,0,0,9.308,0.336,1.833,0.882,2.56,1.38,7.85,1.963,1.925,2.564,0.732,1.318,0.633,1.378,2.835
43,0,0,0,1,0,9.556,0.789,2.126,1.242,2.564,1.75,8.136,8.355,2.233,4.791,1.317,1.673,1.62,1.655,2.922
44,1,0,0,1,0,9.379,0.344,1.839,0.883,2.552,1.392,7.882,7.93,1.944,4.677,0.877,1.339,1.089,1.429,2.98
45,0,0,0,1,0,9.631,0.794,2.121,1.236,2.558,1.747,8.055,7.861,2.204,4.856,1.307,1.673,1.598,1.641,2.924
46,1,1,0,0,0,9.261,0.329,1.853,0.905,2.543,1.377,7.86,1.908,1.949,2.56,0.727,1.335,0.623,1.354,2.791
47,1,1,0,0,0,9.238,0.315,1.85,0.897,2.519,1.388,7.969,1.949,1.913,2.588,0.73,1.32,0.635,1.351,2.82
48,0,1,0,0,0,9.162,0.315,1.835,0.886,2.519,1.363,7.831,1.93,1.943,2.573,0.71,1.35,0.624,1.346,2.832
49,1,0,0,1,0,9.295,0.348,1.834,0.885,2.529,1.4,7.816,7.769,1.973,4.634,0.864,1.339,1.104,1.371,2.902
5,1,1,0,0,0,9.245,0.334,1.824,0.884,2.542,1.375,7.813,1.925,1.955,2.552,0.712,1.323,0.615,1.356,2.819
6,0,1,0,0,0,9.225,0.311,1.852,0.893,2.533,1.352,7.838,1.91,1.949,2.552,0.709,1.32,0.631,1.377,2.883
7,0,0,0,1,0,9.583,0.793,2.148,1.225,2.554,1.752,8.161,7.906,2.186,4.753,1.314,1.674,1.605,1.656,2.921
8,1,1,0,0,0,9.254,0.313,1.825,0.878,2.521,1.375,7.839,1.911,1.921,2.552,0.707,1.337,0.616,1.365,2.836
9,0,0,0,0,0,9.273,0.347,1.857,0.902,2.531,1.405,7.913,7.589,1.985,4.672,0.861,1.33,1.117,1.381,2.948
