configurationID,-deserialize,-memtrace,-maxsize,-append,-output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15
0,1,0,0,1,0,3.471,0.141,0.747,0.372,0.913,0.529,2.953,2.959,0.752,1.803,0.333,0.538,0.469,0.539,1.263
1,0,1,0,1,0,3.585,0.297,0.816,0.483,0.967,0.667,3.032,0.877,0.827,0.992,0.449,0.647,0.423,0.638,1.086
10,0,0,0,1,0,3.617,0.324,0.824,0.472,0.962,0.68,3.047,3.145,0.842,1.824,0.51,0.666,0.676,0.643,1.124
11,1,0,0,0,0,3.512,0.124,0.735,0.342,0.916,0.537,2.938,3.137,0.77,1.763,0.331,0.521,0.457,0.526,1.251
12,1,0,0,1,0,3.515,0.141,0.723,0.362,0.94,0.569,2.977,2.937,0.767,1.766,0.349,0.519,0.453,0.539,1.252
13,0,0,0,0,0,3.498,0.146,0.734,0.338,0.933,0.534,2.966,2.974,0.764,1.779,0.35,0.518,0.454,0.521,1.51
14,0,0,0,1,0,3.61,0.325,0.818,0.486,0.961,0.675,3.037,3.111,0.854,1.823,0.518,0.644,0.659,0.641,1.133
15,1,1,0,1,0,3.46,0.135,0.702,0.337,0.911,0.557,2.951,0.748,0.754,0.942,0.299,0.509,0.229,0.519,1.234
16,1,0,0,0,0,3.521,0.129,0.71,0.366,0.91,0.535,2.953,2.971,0.762,1.794,0.332,0.523,0.453,0.53,1.308
17,0,0,0,1,0,3.585,0.327,0.82,0.49,0.981,0.687,3.075,3.053,0.841,1.822,0.523,0.647,0.656,0.653,1.123
18,0,1,0,1,0,3.593,0.296,0.825,0.465,0.975,0.675,3.086,0.881,0.829,1.002,0.452,0.651,0.424,0.644,1.114
19,0,1,0,0,0,3.495,0.132,0.726,0.358,0.907,0.532,2.947,0.739,0.76,0.943,0.287,0.519,0.232,0.517,1.173
2,1,0,0,1,0,3.53,0.146,0.727,0.364,0.918,0.539,2.923,3.033,0.767,1.78,0.353,0.524,0.48,0.551,1.392
20,1,0,0,0,0,3.498,0.145,0.708,0.346,0.905,0.538,2.943,3.039,0.739,1.776,0.331,0.542,0.461,0.528,1.24
21,1,1,0,1,0,3.501,0.134,0.705,0.356,0.904,0.522,2.914,0.75,0.736,0.956,0.286,0.507,0.251,0.524,1.191
22,1,0,0,0,0,3.486,0.136,0.708,0.34,0.906,0.55,2.954,2.93,0.764,1.786,0.35,0.519,0.456,0.534,1.293
23,0,1,0,0,0,3.489,0.133,0.702,0.356,0.909,0.55,2.958,0.74,0.736,0.937,0.294,0.512,0.256,0.53,1.202
24,1,1,0,1,0,3.487,0.128,0.703,0.337,0.923,0.524,2.92,0.748,0.753,0.939,0.274,0.507,0.241,0.518,1.181
25,0,1,0,0,0,3.501,0.115,0.735,0.339,0.914,0.54,2.953,0.739,0.736,0.964,0.276,0.508,0.254,0.529,1.197
26,0,1,0,0,0,3.462,0.113,0.702,0.353,0.901,0.526,2.936,0.748,0.767,0.958,0.274,0.507,0.229,0.516,1.201
