--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,0.77390789739453
1,0,1,1,1,0,0.15913455392365017
0,0,0,0,0,0,0.7489343800652477
1,0,1,0,1,0,0.15795247195620649
0,0,0,1,0,1,0.7613357881525532
1,0,0,1,0,1,0.15864641379572378
1,1,0,0,1,0,0.15992112836794276
0,1,1,1,1,1,0.7513046038663718
0,0,1,1,1,0,0.7601253930935213
0,1,1,1,1,0,0.7513869110565662
1,0,1,0,0,1,0.1579041467987099
1,0,0,0,0,1,0.15734980607134863
0,0,1,0,0,1,0.7523441728750957
0,0,1,1,0,1,0.750689613544003
1,1,0,1,1,1,0.15927492160611587
0,1,0,1,1,0,0.7562839128705602
1,0,1,1,0,1,0.15896977415501742
0,1,0,0,1,1,0.7448832656024219
1,0,0,0,1,0,0.16003191953442583
1,0,0,1,1,1,0.1596061830161201
1,1,1,0,0,0,0.15876576314932492
1,0,1,1,0,0,0.15998057600735216
1,0,0,1,1,0,0.15854150726452812
0,0,0,1,0,0,0.770710082640066
1,1,1,1,1,0,0.15955343590666016
1,0,1,1,1,1,0.1579776164781509
1,0,0,1,0,0,0.1592437394952754
1,1,0,1,1,0,0.15863142593440244
1,1,1,1,1,1,0.15882394130945088
1,1,1,0,1,0,0.15977363973739414
0,0,0,1,1,1,0.7667425114508644
0,1,1,0,0,0,0.7787916326731299
0,0,1,0,1,1,0.7422640981567467
1,1,1,1,0,0,0.15838589717662713
0,0,0,0,1,1,0.7544320630854819
1,1,1,1,0,1,0.15982838030253016
1,1,0,0,0,0,0.15889790619136118
1,1,0,0,0,1,0.1600125749924557
0,0,1,0,0,0,0.7694183760016622
1,1,0,1,0,0,0.1600610235184159
1,0,0,0,1,1,0.1591932463903455
1,0,0,0,0,0,0.15846369376497021
0,1,1,1,0,1,0.7365284595035709
0,1,0,0,0,0,0.7821978316351147
0,1,1,0,1,1,0.7388663987483376
1,0,1,0,0,0,0.16038113799911732
0,1,1,0,0,1,0.7449339713757533
0,1,0,0,0,1,0.7623365707446097
0,1,0,1,1,1,0.7599457179595095
0,0,1,1,1,1,0.7617124286986066
