--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,11139525.317200212
1,0,1,1,1,0,341449.65196293575
0,0,0,0,0,0,10727140.276346153
1,0,1,0,1,0,344939.1233786251
0,0,0,1,0,1,11287047.117801897
1,0,0,1,0,1,347267.55398611404
1,1,0,0,1,0,344579.5315413461
0,1,1,1,1,1,11038965.059581496
0,0,1,1,1,0,11359922.21125139
0,1,1,1,1,0,10740923.903727012
1,0,1,0,0,1,346578.3395603883
1,0,0,0,0,1,345513.9211480586
0,0,1,0,0,1,11355612.436272474
0,0,1,1,0,1,11000206.055859838
1,1,0,1,1,1,347297.2350605533
0,1,0,1,1,0,11262395.351497676
1,0,1,1,0,1,347553.76341141155
0,1,0,0,1,1,10702081.916234992
1,0,0,0,1,0,347924.06607665116
1,0,0,1,1,1,347525.91121499654
1,1,1,0,0,0,346370.7767898631
1,0,1,1,0,0,346535.99766990385
1,0,0,1,1,0,345034.53412508493
0,0,0,1,0,0,11009933.4438073
1,1,1,1,1,0,347819.0406024852
1,0,1,1,1,1,346475.17222180497
1,0,0,1,0,0,345516.8020112806
1,1,0,1,1,0,344684.2263320468
1,1,1,1,1,1,342548.4803373169
1,1,1,0,1,0,344912.605201645
0,0,0,1,1,1,10764888.413637245
0,1,1,0,0,0,10560518.15072477
0,0,1,0,1,1,11050766.570735808
1,1,1,1,0,0,340450.54366604856
0,0,0,0,1,1,10736568.86478431
1,1,1,1,0,1,347711.35685496667
1,1,0,0,0,0,346818.8592444833
1,1,0,0,0,1,345341.39435045386
0,0,1,0,0,0,11347083.843762515
1,1,0,1,0,0,346227.00395174057
1,0,0,0,1,1,347886.8715294761
1,0,0,0,0,0,349025.81770405284
0,1,1,1,0,1,10772754.814107396
0,1,0,0,0,0,11324881.140417796
0,1,1,0,1,1,11050933.986814843
1,0,1,0,0,0,347795.9831032137
0,1,1,0,0,1,10607572.024353288
0,1,0,0,0,1,11144105.998180544
0,1,0,1,1,1,11309036.975676715
0,0,1,1,1,1,11314254.003470428
