--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,720860.1150647296
1,0,1,1,1,0,34700.69411762702
0,0,0,0,0,0,754309.7017135388
1,0,1,0,1,0,34775.930417904136
0,0,0,1,0,1,771367.9652238565
1,0,0,1,0,1,34579.23953053428
1,1,0,0,1,0,34931.62139495855
0,1,1,1,1,1,767028.6829839082
0,0,1,1,1,0,757343.5652185836
0,1,1,1,1,0,758785.0309802822
1,0,1,0,0,1,34560.568198125366
1,0,0,0,0,1,34848.59290631532
0,0,1,0,0,1,769759.7309463123
0,0,1,1,0,1,756997.5742981689
1,1,0,1,1,1,34718.16237313717
0,1,0,1,1,0,776478.9553898165
1,0,1,1,0,1,34684.45597164796
0,1,0,0,1,1,763641.9043998716
1,0,0,0,1,0,34803.157249598706
1,0,0,1,1,1,34872.94993750555
1,1,1,0,0,0,34837.881136453376
1,0,1,1,0,0,34509.1668474876
1,0,0,1,1,0,34318.19698942995
0,0,0,1,0,0,721360.830066387
1,1,1,1,1,0,34974.24475124844
1,0,1,1,1,1,34650.205705109394
1,0,0,1,0,0,34730.06697015971
1,1,0,1,1,0,34795.47595615635
1,1,1,1,1,1,34623.72137880575
1,1,1,0,1,0,34716.38814765917
0,0,0,1,1,1,767423.0611165527
0,1,1,0,0,0,771131.8310429861
0,0,1,0,1,1,743287.1726702565
1,1,1,1,0,0,34694.159507976576
0,0,0,0,1,1,712932.0686392774
1,1,1,1,0,1,33769.32114562855
1,1,0,0,0,0,34563.719978750516
1,1,0,0,0,1,34838.5749893307
0,0,1,0,0,0,764053.289067794
1,1,0,1,0,0,34864.45174950261
1,0,0,0,1,1,34685.030638101794
1,0,0,0,0,0,34602.82010315963
0,1,1,1,0,1,732145.3762589864
0,1,0,0,0,0,651461.7526166606
0,1,1,0,1,1,717322.2315188778
1,0,1,0,0,0,34742.8764834978
0,1,1,0,0,1,744875.3850966635
0,1,0,0,0,1,721949.427654846
0,1,0,1,1,1,752049.0539096558
0,0,1,1,1,1,702103.2928705519
