--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,10875626.582368322
1,0,1,1,1,0,77625.5194489862
0,0,0,0,0,0,10866677.728509927
1,0,1,0,1,0,76142.96935678301
0,0,0,1,0,1,10862067.108852874
1,0,0,1,0,1,75569.15466498511
1,1,0,0,1,0,71856.24495716233
0,1,1,1,1,1,10880006.75987876
0,0,1,1,1,0,10889510.088977557
0,1,1,1,1,0,10868130.246176887
1,0,1,0,0,1,76775.21806301041
1,0,0,0,0,1,75297.06954730926
0,0,1,0,0,1,10861313.66489612
0,0,1,1,0,1,10323394.091318263
1,1,0,1,1,1,75862.00958272425
0,1,0,1,1,0,10424439.737026911
1,0,1,1,0,1,76005.6668254604
0,1,0,0,1,1,10858551.813187042
1,0,0,0,1,0,77515.07383213493
1,0,0,1,1,1,75711.48478750447
1,1,1,0,0,0,75397.23260148116
1,0,1,1,0,0,77317.6933178801
1,0,0,1,1,0,72930.35641596872
0,0,0,1,0,0,10860236.132897891
1,1,1,1,1,0,77455.39921144326
1,0,1,1,1,1,77256.45908831833
1,0,0,1,0,0,77631.68892327907
1,1,0,1,1,0,77402.29956659046
1,1,1,1,1,1,76519.14886787125
1,1,1,0,1,0,77125.09552568373
0,0,0,1,1,1,10868218.857713899
0,1,1,0,0,0,10868980.159091914
0,0,1,0,1,1,10850929.100495847
1,1,1,1,0,0,77502.25515333524
0,0,0,0,1,1,10887277.895475421
1,1,1,1,0,1,77092.19295188376
1,1,0,0,0,0,76199.44922629061
1,1,0,0,0,1,74631.18780989939
0,0,1,0,0,0,10830830.119096762
1,1,0,1,0,0,77389.50395753118
1,0,0,0,1,1,76139.19364221593
1,0,0,0,0,0,74783.92734017168
0,1,1,1,0,1,10870239.763030512
0,1,0,0,0,0,10877148.812835565
0,1,1,0,1,1,10879881.899839407
1,0,1,0,0,0,74390.73433070345
0,1,1,0,0,1,10871840.646369716
0,1,0,0,0,1,10885843.955772523
0,1,0,1,1,1,10864839.272119306
0,0,1,1,1,1,10569839.652128989
