--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,2.86538833897175
1,0,1,1,1,0,2.8562648526869143
0,0,0,0,0,0,2.823413242986191
1,0,1,0,1,0,2.866191324754665
0,0,0,1,0,1,2.8640317124243606
1,0,0,1,0,1,2.8653172027687925
1,1,0,0,1,0,2.8620068395329104
0,1,1,1,1,1,2.8651178846803376
0,0,1,1,1,0,2.8430421810026556
0,1,1,1,1,0,2.8658431960224915
1,0,1,0,0,1,2.864771069229905
1,0,0,0,0,1,2.8393576700081735
0,0,1,0,0,1,2.8030813732294537
0,0,1,1,0,1,2.8609493545095854
1,1,0,1,1,1,2.866211657220078
0,1,0,1,1,0,2.820230425095763
1,0,1,1,0,1,2.8527161781893233
0,1,0,0,1,1,2.8534995923485913
1,0,0,0,1,0,2.865903967101328
1,0,0,1,1,1,2.8646371638761345
1,1,1,0,0,0,2.855286319304113
1,0,1,1,0,0,2.86067131153419
1,0,0,1,1,0,2.857306259271086
0,0,0,1,0,0,2.8660862158926816
1,1,1,1,1,0,2.865024365634098
1,0,1,1,1,1,2.864523882049844
1,0,0,1,0,0,2.8603401491535747
1,1,0,1,1,0,2.8626546379011937
1,1,1,1,1,1,2.861060329502816
1,1,1,0,1,0,2.858599591654034
0,0,0,1,1,1,2.822612296005275
0,1,1,0,0,0,2.8216706490224324
0,0,1,0,1,1,2.8632024537379324
1,1,1,1,0,0,2.8653965930597725
0,0,0,0,1,1,2.8632396951151273
1,1,1,1,0,1,2.8593868752052556
1,1,0,0,0,0,2.8628015737289108
1,1,0,0,0,1,2.857008531376715
0,0,1,0,0,0,2.86352014152162
1,1,0,1,0,0,2.862572078740522
1,0,0,0,1,1,2.8592727127210877
1,0,0,0,0,0,2.8619627462355455
0,1,1,1,0,1,2.855327485482298
0,1,0,0,0,0,2.848322291940637
0,1,1,0,1,1,2.8523243689311104
1,0,1,0,0,0,2.8626245443205547
0,1,1,0,0,1,2.8580789513622316
0,1,0,0,0,1,2.8232927523068714
0,1,0,1,1,1,2.8638011929527227
0,0,1,1,1,1,2.8569477796549325
