--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,388669.30703722435
1,0,1,1,1,0,75039.37632412827
0,0,0,0,0,0,324372.7762144158
1,0,1,0,1,0,74569.40909471616
0,0,0,1,0,1,297929.8097715665
1,0,0,1,0,1,74820.5559716739
1,1,0,0,1,0,74911.20672316695
0,1,1,1,1,1,325175.49015925423
0,0,1,1,1,0,335454.73019997147
0,1,1,1,1,0,301654.3947492264
1,0,1,0,0,1,72876.47164895026
1,0,0,0,0,1,74796.54645565378
0,0,1,0,0,1,332380.27866083494
0,0,1,1,0,1,331366.44399389677
1,1,0,1,1,1,74256.84913019178
0,1,0,1,1,0,329862.9186947861
1,0,1,1,0,1,71777.42792797758
0,1,0,0,1,1,387275.897648273
1,0,0,0,1,0,74021.21394359325
1,0,0,1,1,1,72608.65993707019
1,1,1,0,0,0,74435.51018873997
1,0,1,1,0,0,75065.045402304
1,0,0,1,1,0,72750.33140941034
0,0,0,1,0,0,334285.24950604053
1,1,1,1,1,0,72925.70044533993
1,0,1,1,1,1,72348.2605980113
1,0,0,1,0,0,75057.18007132753
1,1,0,1,1,0,73785.56671559994
1,1,1,1,1,1,75085.18071335017
1,1,1,0,1,0,75086.48042923004
0,0,0,1,1,1,343855.5118787828
0,1,1,0,0,0,304425.00965516514
0,0,1,0,1,1,343080.4860900007
1,1,1,1,0,0,74013.64384954289
0,0,0,0,1,1,314132.83426530793
1,1,1,1,0,1,74712.79529249706
1,1,0,0,0,0,77392.2395256801
1,1,0,0,0,1,72607.22588431169
0,0,1,0,0,0,344381.22067869845
1,1,0,1,0,0,73845.4211623009
1,0,0,0,1,1,74931.86163016384
1,0,0,0,0,0,74176.04546447647
0,1,1,1,0,1,326334.6842136767
0,1,0,0,0,0,313646.8162278103
0,1,1,0,1,1,378120.8598671416
1,0,1,0,0,0,73769.24885622582
0,1,1,0,0,1,324494.29461310076
0,1,0,0,0,1,339820.78402308223
0,1,0,1,1,1,327180.9398617583
0,0,1,1,1,1,303115.38129453885
