--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,556.661134048766
1,0,1,1,1,0,122.2651576700907
0,0,0,0,0,0,483.1696734573136
1,0,1,0,1,0,111.97148457137523
0,0,0,1,0,1,559.6719802819949
1,0,0,1,0,1,113.96938321018911
1,1,0,0,1,0,118.96980316546001
0,1,1,1,1,1,560.7671384176296
0,0,1,1,1,0,477.27411570651844
0,1,1,1,1,0,479.26001333761445
1,0,1,0,0,1,112.18449585766153
1,0,0,0,0,1,122.35810377868155
0,0,1,0,0,1,558.844879258546
0,0,1,1,0,1,480.4040405515584
1,1,0,1,1,1,121.87579860640484
0,1,0,1,1,0,487.15234105247004
1,0,1,1,0,1,124.15755929997206
0,1,0,0,1,1,486.34919930872275
1,0,0,0,1,0,121.13754864350949
1,0,0,1,1,1,122.2593709766122
1,1,1,0,0,0,110.72397629250854
1,0,1,1,0,0,121.6709756442691
1,0,0,1,1,0,121.73216218942754
0,0,0,1,0,0,482.3649589873053
1,1,1,1,1,0,124.29899777867249
1,0,1,1,1,1,123.94012478351254
1,0,0,1,0,0,122.16527154170896
1,1,0,1,1,0,122.10021632153446
1,1,1,1,1,1,118.32293277909484
1,1,1,0,1,0,120.16540219658124
0,0,0,1,1,1,557.6013950740823
0,1,1,0,0,0,562.2615996760833
0,0,1,0,1,1,483.37879768727606
1,1,1,1,0,0,123.88293150186657
0,0,0,0,1,1,488.2849598212768
1,1,1,1,0,1,122.21339944680643
1,1,0,0,0,0,118.29068931902455
1,1,0,0,0,1,122.53057455189257
0,0,1,0,0,0,484.12025531650215
1,1,0,1,0,0,121.03183336678008
1,0,0,0,1,1,112.21394376569671
1,0,0,0,0,0,122.13207865192527
0,1,1,1,0,1,556.1193864641788
0,1,0,0,0,0,485.0112793253097
0,1,1,0,1,1,481.11596734600494
1,0,1,0,0,0,121.46195181038846
0,1,1,0,0,1,480.82215819295186
0,1,0,0,0,1,530.0379165803854
0,1,0,1,1,1,562.8441116329701
0,0,1,1,1,1,483.6698079086011
