--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,5647.100605277753
1,0,1,1,1,0,1760.256943608023
0,0,0,0,0,0,5542.115273156115
1,0,1,0,1,0,1758.8249304921208
0,0,0,1,0,1,5507.243444392113
1,0,0,1,0,1,1764.6659037406405
1,1,0,0,1,0,1768.6322238870816
0,1,1,1,1,1,5465.188830053202
0,0,1,1,1,0,5407.49804158526
0,1,1,1,1,0,5661.081679150395
1,0,1,0,0,1,1732.5537510923443
1,0,0,0,0,1,1751.8372958216405
0,0,1,0,0,1,5376.349665746726
0,0,1,1,0,1,5518.534344667909
1,1,0,1,1,1,1757.154716822685
0,1,0,1,1,0,5683.153373984361
1,0,1,1,0,1,1757.3024299955
0,1,0,0,1,1,5459.789174051176
1,0,0,0,1,0,1768.9067751045402
1,0,0,1,1,1,1750.298487502626
1,1,1,0,0,0,1761.223429508757
1,0,1,1,0,0,1768.488540931175
1,0,0,1,1,0,1764.014258174446
0,0,0,1,0,0,5556.767849740427
1,1,1,1,1,0,1773.0427933879553
1,0,1,1,1,1,1762.2672523477909
1,0,0,1,0,0,1765.213133952049
1,1,0,1,1,0,1765.402002672032
1,1,1,1,1,1,1752.1930394575957
1,1,1,0,1,0,1751.99931251547
0,0,0,1,1,1,5499.459464555299
0,1,1,0,0,0,5666.35256330987
0,0,1,0,1,1,5406.321944406237
1,1,1,1,0,0,1759.9917280388781
0,0,0,0,1,1,5406.9014488137145
1,1,1,1,0,1,1747.7628128390288
1,1,0,0,0,0,1760.4337704649874
1,1,0,0,0,1,1751.8645824878336
0,0,1,0,0,0,5386.164967615438
1,1,0,1,0,0,1753.3701052192241
1,0,0,0,1,1,1749.4661998010006
1,0,0,0,0,0,1769.4747930652538
0,1,1,1,0,1,5474.7097973117325
0,1,0,0,0,0,5568.877029542214
0,1,1,0,1,1,5522.143956676201
1,0,1,0,0,0,1766.6754893369891
0,1,1,0,0,1,5399.746422891659
0,1,0,0,0,1,5498.798509325015
0,1,0,1,1,1,5343.985976612714
0,0,1,1,1,1,5555.50914351591
