--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,0.002161717086918287
1,0,1,1,1,0,0.002207160893022902
0,0,0,0,0,0,0.002146215479063882
1,0,1,0,1,0,0.0021965847970215535
0,0,0,1,0,1,0.002129604366613215
1,0,0,1,0,1,0.0021860665976345455
1,1,0,0,1,0,0.0018638128279676789
0,1,1,1,1,1,0.0018669788739420952
0,0,1,1,1,0,0.002153439105754763
0,1,1,1,1,0,0.0021810699047001844
1,0,1,0,0,1,0.002170442047282186
1,0,0,0,0,1,0.0021372337334546044
0,0,1,0,0,1,0.0021783941185380424
0,0,1,1,0,1,0.0021683859405605375
1,1,0,1,1,1,0.0018730584175030653
0,1,0,1,1,0,0.0021975838480805757
1,0,1,1,0,1,0.002216339064802735
0,1,0,0,1,1,0.0021707588634861737
1,0,0,0,1,0,0.0021852837148112645
1,0,0,1,1,1,0.0021750020936555396
1,1,1,0,0,0,0.002193357381919379
1,0,1,1,0,0,0.0022290056288997314
1,0,0,1,1,0,0.0018661329517177174
0,0,0,1,0,0,0.0021695951288737587
1,1,1,1,1,0,0.0021855484600780775
1,0,1,1,1,1,0.001882889982320871
1,0,0,1,0,0,0.001884772376936188
1,1,0,1,1,0,0.002187542197754796
1,1,1,1,1,1,0.002188648759213296
1,1,1,0,1,0,0.002223990841132514
0,0,0,1,1,1,0.0021532804034452772
0,1,1,0,0,0,0.001858905959892633
0,0,1,0,1,1,0.0021685241554544256
1,1,1,1,0,0,0.0022042524843758275
0,0,0,0,1,1,0.0018677122525721855
1,1,1,1,0,1,0.0018820562064300248
1,1,0,0,0,0,0.00214437162055346
1,1,0,0,0,1,0.001890992545735948
0,0,1,0,0,0,0.0021874599893142326
1,1,0,1,0,0,0.002194122799731021
1,0,0,0,1,1,0.0019081321576716118
1,0,0,0,0,0,0.0021683001173479384
0,1,1,1,0,1,0.0021675135108259087
0,1,0,0,0,0,0.002142286972466664
0,1,1,0,1,1,0.0021885214669658377
1,0,1,0,0,0,0.0022316114114587548
0,1,1,0,0,1,0.0018699979812934029
0,1,0,0,0,1,0.0021522142817100675
0,1,0,1,1,1,0.0021527509426360644
0,0,1,1,1,1,0.002148076755302908
