--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,467610.74314172275
1,0,1,1,1,0,338528.32124550256
0,0,0,0,0,0,525679.3439584869
1,0,1,0,1,0,332640.6645894366
0,0,0,1,0,1,461497.2072381129
1,0,0,1,0,1,332223.5350773485
1,1,0,0,1,0,335608.0060900771
0,1,1,1,1,1,457635.6077845922
0,0,1,1,1,0,524156.44424009335
0,1,1,1,1,0,457111.43922062323
1,0,1,0,0,1,329459.16263901466
1,0,0,0,0,1,330990.20950819686
0,0,1,0,0,1,522871.4289744131
0,0,1,1,0,1,462045.15091353375
1,1,0,1,1,1,331595.62854830123
0,1,0,1,1,0,448732.3412324959
1,0,1,1,0,1,332664.9097302124
0,1,0,0,1,1,464053.45635947323
1,0,0,0,1,0,331089.9177143883
1,0,0,1,1,1,330131.2255114847
1,1,1,0,0,0,333811.6409065336
1,0,1,1,0,0,332865.6072253406
1,0,0,1,1,0,334225.4869961971
0,0,0,1,0,0,459736.8447910942
1,1,1,1,1,0,330247.1789501637
1,0,1,1,1,1,335302.1212100738
1,0,0,1,0,0,333505.09401516936
1,1,0,1,1,0,333916.65233329433
1,1,1,1,1,1,285767.9978506817
1,1,1,0,1,0,336206.27761335706
0,0,0,1,1,1,453630.2555049733
0,1,1,0,0,0,511387.7616624153
0,0,1,0,1,1,476358.3244486551
1,1,1,1,0,0,333534.7215982344
0,0,0,0,1,1,472768.1637351219
1,1,1,1,0,1,334113.5943788462
1,1,0,0,0,0,329786.75164171966
1,1,0,0,0,1,289190.42067142384
0,0,1,0,0,0,509044.56382274756
1,1,0,1,0,0,338482.6873805886
1,0,0,0,1,1,331608.59282755817
1,0,0,0,0,0,336575.0899698873
0,1,1,1,0,1,494778.0995677099
0,1,0,0,0,0,450179.4910648825
0,1,1,0,1,1,510192.60229910136
1,0,1,0,0,0,335546.41292244266
0,1,1,0,0,1,445617.84535483277
0,1,0,0,0,1,515154.8777078988
0,1,0,1,1,1,457480.5457541619
0,0,1,1,1,1,519472.31586576503
