--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,3625098.412359149
1,0,1,1,1,0,1642817.5799374625
0,0,0,0,0,0,3568170.385844997
1,0,1,0,1,0,1637359.2219212654
0,0,0,1,0,1,3615994.2803648873
1,0,0,1,0,1,1600940.248857933
1,1,0,0,1,0,1657006.2649087068
0,1,1,1,1,1,3540139.804369042
0,0,1,1,1,0,3609463.668674538
0,1,1,1,1,0,3614372.6366430563
1,0,1,0,0,1,1659939.3006344072
1,0,0,0,0,1,1674244.4196880993
0,0,1,0,0,1,3602991.147043614
0,0,1,1,0,1,3614381.1149974666
1,1,0,1,1,1,1676854.5586335857
0,1,0,1,1,0,3615569.967579004
1,0,1,1,0,1,1669999.02447007
0,1,0,0,1,1,3608619.506693702
1,0,0,0,1,0,1668647.384484998
1,0,0,1,1,1,1657983.6158025926
1,1,1,0,0,0,1653710.435230028
1,0,1,1,0,0,1675894.7043334525
1,0,0,1,1,0,1657601.7400309595
0,0,0,1,0,0,3620971.833137232
1,1,1,1,1,0,1681882.7609176543
1,0,1,1,1,1,1662658.9851356007
1,0,0,1,0,0,1660166.5556784451
1,1,0,1,1,0,1678816.6855219887
1,1,1,1,1,1,1681374.060311143
1,1,1,0,1,0,1671962.6781147064
0,0,0,1,1,1,3602244.2918521753
0,1,1,0,0,0,3615459.078267343
0,0,1,0,1,1,3623227.6311745
1,1,1,1,0,0,1637341.050676218
0,0,0,0,1,1,3607708.721101892
1,1,1,1,0,1,1658946.6395881674
1,1,0,0,0,0,1656402.3855513784
1,1,0,0,0,1,1651874.7668543956
0,0,1,0,0,0,3613117.7172576627
1,1,0,1,0,0,1656555.960191436
1,0,0,0,1,1,1651581.6756735619
1,0,0,0,0,0,1656514.9906324076
0,1,1,1,0,1,3613244.7823390374
0,1,0,0,0,0,3610571.1211147923
0,1,1,0,1,1,3589971.3375252425
1,0,1,0,0,0,1670269.5020094987
0,1,1,0,0,1,3618451.2107560285
0,1,0,0,0,1,3612180.103704535
0,1,0,1,1,1,3618128.7018815973
0,0,1,1,1,1,3614714.192952974
