--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,966936.7356826667
1,0,1,1,1,0,52264.14714578961
0,0,0,0,0,0,955819.2013164479
1,0,1,0,1,0,51820.641113158046
0,0,0,1,0,1,960442.7937095382
1,0,0,1,0,1,52482.20640141635
1,1,0,0,1,0,51211.969769597286
0,1,1,1,1,1,962429.671414191
0,0,1,1,1,0,982028.0796518114
0,1,1,1,1,0,974213.6734496094
1,0,1,0,0,1,52209.685237984675
1,0,0,0,0,1,51681.49338338869
0,0,1,0,0,1,946113.882758301
0,0,1,1,0,1,956952.54023303
1,1,0,1,1,1,51226.051409236796
0,1,0,1,1,0,988462.3474656955
1,0,1,1,0,1,52799.470606741554
0,1,0,0,1,1,928594.2123766211
1,0,0,0,1,0,50166.269578904234
1,0,0,1,1,1,52080.00941827911
1,1,1,0,0,0,51723.73134126092
1,0,1,1,0,0,52509.799240075496
1,0,0,1,1,0,51907.44860362062
0,0,0,1,0,0,950483.6478418972
1,1,1,1,1,0,51892.238974114014
1,0,1,1,1,1,51564.97918326785
1,0,0,1,0,0,51104.76802932279
1,1,0,1,1,0,51902.224922370304
1,1,1,1,1,1,52016.99435362653
1,1,1,0,1,0,51903.37252398968
0,0,0,1,1,1,961764.9583421187
0,1,1,0,0,0,986805.6851543223
0,0,1,0,1,1,964090.0858598626
1,1,1,1,0,0,52685.69558297726
0,0,0,0,1,1,965127.8241167751
1,1,1,1,0,1,52563.16312501053
1,1,0,0,0,0,51689.3360669697
1,1,0,0,0,1,52299.64802802344
0,0,1,0,0,0,981815.489724737
1,1,0,1,0,0,50300.67220523093
1,0,0,0,1,1,51767.36221248376
1,0,0,0,0,0,51982.65045927973
0,1,1,1,0,1,973178.0819581847
0,1,0,0,0,0,976790.6793519835
0,1,1,0,1,1,950359.2915270107
1,0,1,0,0,0,52104.601736355646
0,1,1,0,0,1,953077.2717703236
0,1,0,0,0,1,966149.8914868146
0,1,0,1,1,1,952531.4126553431
0,0,1,1,1,1,938292.2595310292
