--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,301521.38494440704
1,0,1,1,1,0,242488.6033084442
0,0,0,0,0,0,307253.05871956225
1,0,1,0,1,0,242682.88354588815
0,0,0,1,0,1,266796.9418347183
1,0,0,1,0,1,237066.90957490492
1,1,0,0,1,0,240328.44727575386
0,1,1,1,1,1,266475.0355860755
0,0,1,1,1,0,264341.3055454933
0,1,1,1,1,0,271014.51641829655
1,0,1,0,0,1,276542.2714081535
1,0,0,0,0,1,272920.9970131526
0,0,1,0,0,1,302938.19146020873
0,0,1,1,0,1,306076.98873867764
1,1,0,1,1,1,274375.8450261572
0,1,0,1,1,0,263777.5707241082
1,0,1,1,0,1,262739.2404996775
0,1,0,0,1,1,305573.1718489126
1,0,0,0,1,0,242634.1341849015
1,0,0,1,1,1,233810.5101892633
1,1,1,0,0,0,238307.30038567295
1,0,1,1,0,0,248574.25265902365
1,0,0,1,1,0,234831.8635559241
0,0,0,1,0,0,264877.9108178589
1,1,1,1,1,0,243860.08766453134
1,0,1,1,1,1,241723.36771703206
1,0,0,1,0,0,246265.3611713011
1,1,0,1,1,0,237796.4270682579
1,1,1,1,1,1,241420.8971755807
1,1,1,0,1,0,236925.33183258513
0,0,0,1,1,1,269608.89778382564
0,1,1,0,0,0,274850.2409749488
0,0,1,0,1,1,264647.2073427638
1,1,1,1,0,0,244698.18259356363
0,0,0,0,1,1,268473.3671399472
1,1,1,1,0,1,237369.14847663365
1,1,0,0,0,0,237719.73430493192
1,1,0,0,0,1,237719.7851645477
0,0,1,0,0,0,267514.49858359765
1,1,0,1,0,0,237008.97236571368
1,0,0,0,1,1,235128.52354347197
1,0,0,0,0,0,276471.82853670605
0,1,1,1,0,1,265080.7205254494
0,1,0,0,0,0,270095.56588836154
0,1,1,0,1,1,255751.19214581948
1,0,1,0,0,0,277655.25082938053
0,1,1,0,0,1,270521.40186787455
0,1,0,0,0,1,311599.92899884016
0,1,0,1,1,1,290977.6388922109
0,0,1,1,1,1,265978.028273225
