--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,0.06901739320520678
1,0,1,1,1,0,0.012642939199216316
0,0,0,0,0,0,0.07001371161445959
1,0,1,0,1,0,0.01264198204988181
0,0,0,1,0,1,0.06697482498917154
1,0,0,1,0,1,0.012646403974387915
1,1,0,0,1,0,0.012554152917738627
0,1,1,1,1,1,0.06811865020261906
0,0,1,1,1,0,0.06468813577857538
0,1,1,1,1,0,0.06975796596496511
1,0,1,0,0,1,0.012548869111512446
1,0,0,0,0,1,0.01265235843430552
0,0,1,0,0,1,0.06747727661277436
0,0,1,1,0,1,0.06812598435046137
1,1,0,1,1,1,0.01258794343254418
0,1,0,1,1,0,0.06902429785963966
1,0,1,1,0,1,0.012477278431334648
0,1,0,0,1,1,0.06611095459442715
1,0,0,0,1,0,0.012555115701375774
1,0,0,1,1,1,0.012585220615302586
1,1,1,0,0,0,0.012576763624593064
1,0,1,1,0,0,0.012808426879648822
1,0,0,1,1,0,0.012735087123179629
0,0,0,1,0,0,0.0651207050410148
1,1,1,1,1,0,0.012768240243928274
1,0,1,1,1,1,0.012793113021974539
1,0,0,1,0,0,0.012669912149819834
1,1,0,1,1,0,0.012681768312977132
1,1,1,1,1,1,0.012584295034468219
1,1,1,0,1,0,0.012828567091696204
0,0,0,1,1,1,0.06756425115729311
0,1,1,0,0,0,0.06844073374567057
0,0,1,0,1,1,0.06817635157280913
1,1,1,1,0,0,0.012674644560706626
0,0,0,0,1,1,0.06726692789884382
1,1,1,1,0,1,0.01275119611148327
1,1,0,0,0,0,0.012698153501333662
1,1,0,0,0,1,0.012584716830684255
0,0,1,0,0,0,0.06901825860078772
1,1,0,1,0,0,0.01271604999910834
1,0,0,0,1,1,0.012644452318713893
1,0,0,0,0,0,0.01262994719463394
0,1,1,1,0,1,0.06570266072634279
0,1,0,0,0,0,0.06967494362703074
0,1,1,0,1,1,0.06450170014630358
1,0,1,0,0,0,0.012675875550428373
0,1,1,0,0,1,0.06686561508947052
0,1,0,0,0,1,0.06831071431095272
0,1,0,1,1,1,0.0683654303524098
0,0,1,1,1,1,0.06798938896021402
