--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,21121282.952010535
1,0,1,1,1,0,1899236.4218726153
0,0,0,0,0,0,20798236.309560947
1,0,1,0,1,0,1908321.14834022
0,0,0,1,0,1,20714917.457123403
1,0,0,1,0,1,1928763.3796816035
1,1,0,0,1,0,1905603.828845317
0,1,1,1,1,1,21138134.398059472
0,0,1,1,1,0,20993240.508249544
0,1,1,1,1,0,20882190.43719885
1,0,1,0,0,1,1922614.6599606227
1,0,0,0,0,1,1901993.1946432434
0,0,1,0,0,1,21015965.48852299
0,0,1,1,0,1,20979641.41890602
1,1,0,1,1,1,1927347.869618136
0,1,0,1,1,0,21009624.0381563
1,0,1,1,0,1,1924749.4704033548
0,1,0,0,1,1,21010842.91442478
1,0,0,0,1,0,1942306.7278478162
1,0,0,1,1,1,1917572.8377952138
1,1,1,0,0,0,1930789.0239202199
1,0,1,1,0,0,1954541.570800279
1,0,0,1,1,0,1939178.7694339738
0,0,0,1,0,0,20518213.58321169
1,1,1,1,1,0,1941197.106609684
1,0,1,1,1,1,1948010.181195733
1,0,0,1,0,0,1938700.4574515338
1,1,0,1,1,0,1937656.9915368499
1,1,1,1,1,1,1925137.1648871673
1,1,1,0,1,0,1934321.8352368956
0,0,0,1,1,1,20806649.239155974
0,1,1,0,0,0,21075189.219160613
0,0,1,0,1,1,20925616.260131255
1,1,1,1,0,0,1914780.8361041099
0,0,0,0,1,1,20979259.37969575
1,1,1,1,0,1,1923657.8255677463
1,1,0,0,0,0,1910702.7147784263
1,1,0,0,0,1,1905750.3779159219
0,0,1,0,0,0,19820254.079801098
1,1,0,1,0,0,1949161.385652015
1,0,0,0,1,1,1964924.6241238308
1,0,0,0,0,0,1899543.1916987402
0,1,1,1,0,1,19471976.39111655
0,1,0,0,0,0,20581294.288938634
0,1,1,0,1,1,20706630.49665582
1,0,1,0,0,0,1965754.4339593379
0,1,1,0,0,1,20980449.997083716
0,1,0,0,0,1,20465821.247604158
0,1,0,1,1,1,21068138.260955136
0,0,1,1,1,1,21128925.683081795
