--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,6734.984100386285
1,0,1,1,1,0,6653.16353901116
0,0,0,0,0,0,6662.982348367196
1,0,1,0,1,0,6705.310758331153
0,0,0,1,0,1,5740.831252387253
1,0,0,1,0,1,6568.188632229692
1,1,0,0,1,0,6647.819257015921
0,1,1,1,1,1,6116.4302000722855
0,0,1,1,1,0,6067.493658771365
0,1,1,1,1,0,6719.038480867326
1,0,1,0,0,1,6210.220355882639
1,0,0,0,0,1,6632.104867001328
0,0,1,0,0,1,6617.397495354753
0,0,1,1,0,1,5885.031184250593
1,1,0,1,1,1,6180.534576932705
0,1,0,1,1,0,6661.294776515725
1,0,1,1,0,1,6565.987879435883
0,1,0,0,1,1,6048.57646843544
1,0,0,0,1,0,6071.326735764234
1,0,0,1,1,1,6600.331835643236
1,1,1,0,0,0,6664.758590713869
1,0,1,1,0,0,6670.821966141523
1,0,0,1,1,0,6592.725383755622
0,0,0,1,0,0,6669.714281445669
1,1,1,1,1,0,6689.209123032376
1,0,1,1,1,1,6509.2081830094085
1,0,0,1,0,0,6072.98143495041
1,1,0,1,1,0,5808.224755250992
1,1,1,1,1,1,6205.39426856754
1,1,1,0,1,0,6276.286263675949
0,0,0,1,1,1,5860.515763128877
0,1,1,0,0,0,6013.239120067566
0,0,1,0,1,1,6524.601345389761
1,1,1,1,0,0,6342.518556021127
0,0,0,0,1,1,6631.959148511092
1,1,1,1,0,1,6574.140287841106
1,1,0,0,0,0,6709.15948609368
1,1,0,0,0,1,6311.077224833799
0,0,1,0,0,0,6160.655592818417
1,1,0,1,0,0,6252.418083616226
1,0,0,0,1,1,5679.022102379206
1,0,0,0,0,0,6198.278580601891
0,1,1,1,0,1,6634.140537075869
0,1,0,0,0,0,6739.561993844151
0,1,1,0,1,1,5697.121102278991
1,0,1,0,0,0,6488.574671153196
0,1,1,0,0,1,6236.68576730681
0,1,0,0,0,1,6596.682201325516
0,1,0,1,1,1,5756.014483997391
0,0,1,1,1,1,6659.892357358608
