--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,5764396.402760705
1,0,1,1,1,0,2049258.0149042534
0,0,0,0,0,0,5737521.660650369
1,0,1,0,1,0,2027367.938534794
0,0,0,1,0,1,5813475.09345074
1,0,0,1,0,1,2049317.1197865983
1,1,0,0,1,0,2056392.7715458018
0,1,1,1,1,1,5836811.6645085635
0,0,1,1,1,0,5819097.198143687
0,1,1,1,1,0,5686780.382370583
1,0,1,0,0,1,2077169.4196293093
1,0,0,0,0,1,2064658.3096620946
0,0,1,0,0,1,4797339.7407882195
0,0,1,1,0,1,5804693.517290417
1,1,0,1,1,1,2044234.3113305974
0,1,0,1,1,0,5824403.110946499
1,0,1,1,0,1,2057373.7132837616
0,1,0,0,1,1,5813362.012585929
1,0,0,0,1,0,1981789.867986338
1,0,0,1,1,1,1990237.1860389893
1,1,1,0,0,0,2068924.5496816065
1,0,1,1,0,0,2060405.1873337908
1,0,0,1,1,0,2054067.4425766754
0,0,0,1,0,0,5655038.745837269
1,1,1,1,1,0,2083840.9700176357
1,0,1,1,1,1,2017707.5141356755
1,0,0,1,0,0,2063392.7998873917
1,1,0,1,1,0,2064036.1562002045
1,1,1,1,1,1,1987394.9435954557
1,1,1,0,1,0,1952860.593355366
0,0,0,1,1,1,5833691.818556993
0,1,1,0,0,0,5774000.226664153
0,0,1,0,1,1,5861440.081504965
1,1,1,1,0,0,2083237.434970077
0,0,0,0,1,1,5747977.401711886
1,1,1,1,0,1,2087907.5908803537
1,1,0,0,0,0,2025782.4656688923
1,1,0,0,0,1,2064584.6167651555
0,0,1,0,0,0,5801584.745805044
1,1,0,1,0,0,2077548.6328892743
1,0,0,0,1,1,1970897.4522937865
1,0,0,0,0,0,2089931.9189211915
0,1,1,1,0,1,5851404.792389466
0,1,0,0,0,0,5834425.163348297
0,1,1,0,1,1,5816986.167346502
1,0,1,0,0,0,2050092.1231446548
0,1,1,0,0,1,5825024.014244001
0,1,0,0,0,1,5744748.243072156
0,1,0,1,1,1,5810444.8917621905
0,0,1,1,1,1,5795953.581668345
