--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,1.8554567221279699
1,0,1,1,1,0,1.9570182752481409
0,0,0,0,0,0,1.9800249537330326
1,0,1,0,1,0,1.9297208026955306
0,0,0,1,0,1,1.9491842571555469
1,0,0,1,0,1,1.9456611524370373
1,1,0,0,1,0,1.9240675678142378
0,1,1,1,1,1,1.925835245307725
0,0,1,1,1,0,1.9313821438248815
0,1,1,1,1,0,1.9713580877998882
1,0,1,0,0,1,1.9424492046902928
1,0,0,0,0,1,1.9543213623682498
0,0,1,0,0,1,1.9148261437935825
0,0,1,1,0,1,1.9248489261581214
1,1,0,1,1,1,1.9463028528722255
0,1,0,1,1,0,1.8553440172106517
1,0,1,1,0,1,1.908676814203816
0,1,0,0,1,1,1.9527979047887096
1,0,0,0,1,0,1.9429708564833252
1,0,0,1,1,1,1.9446500247719136
1,1,1,0,0,0,1.96078735289606
1,0,1,1,0,0,1.9582029881771927
1,0,0,1,1,0,1.9289443998937261
0,0,0,1,0,0,1.9677125948190994
1,1,1,1,1,0,1.8481797764109291
1,0,1,1,1,1,1.9482039900836667
1,0,0,1,0,0,1.943170693063522
1,1,0,1,1,0,1.938253838291052
1,1,1,1,1,1,1.9445619481619083
1,1,1,0,1,0,1.9582035611451336
0,0,0,1,1,1,1.9237923246592175
0,1,1,0,0,0,1.9668755712512593
0,0,1,0,1,1,1.9545143075473685
1,1,1,1,0,0,1.932664978573176
0,0,0,0,1,1,1.9538481076178487
1,1,1,1,0,1,1.9458987750684171
1,1,0,0,0,0,1.962757896691036
1,1,0,0,0,1,1.9090802449578868
0,0,1,0,0,0,1.8542808306490912
1,1,0,1,0,0,1.9464312894414182
1,0,0,0,1,1,1.9223115406053797
1,0,0,0,0,0,1.9595092403740497
0,1,1,1,0,1,1.952570597414143
0,1,0,0,0,0,1.849094877236677
0,1,1,0,1,1,1.9199771287788727
1,0,1,0,0,0,1.9532591892188207
0,1,1,0,0,1,1.9522237960222875
0,1,0,0,0,1,1.923557790687183
0,1,0,1,1,1,1.9210237767464304
0,0,1,1,1,1,1.9191505257365378
