--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,3348
1,0,1,1,1,0,2375
0,0,0,0,0,0,3259
1,0,1,0,1,0,2451
0,0,0,1,0,1,3419
1,0,0,1,0,1,2404
1,1,0,0,1,0,2454
0,1,1,1,1,1,3312
0,0,1,1,1,0,3327
0,1,1,1,1,0,3247
1,0,1,0,0,1,2362
1,0,0,0,0,1,2374
0,0,1,0,0,1,3172
0,0,1,1,0,1,3206
1,1,0,1,1,1,2406
0,1,0,1,1,0,3382
1,0,1,1,0,1,2321
0,1,0,0,1,1,3256
1,0,0,0,1,0,2372
1,0,0,1,1,1,2380
1,1,1,0,0,0,2325
1,0,1,1,0,0,2383
1,0,0,1,1,0,2352
0,0,0,1,0,0,3190
1,1,1,1,1,0,2388
1,0,1,1,1,1,2359
1,0,0,1,0,0,2503
1,1,0,1,1,0,2396
1,1,1,1,1,1,2376
1,1,1,0,1,0,2407
0,0,0,1,1,1,3219
0,1,1,0,0,0,3251
0,0,1,0,1,1,3338
1,1,1,1,0,0,2390
0,0,0,0,1,1,3262
1,1,1,1,0,1,2496
1,1,0,0,0,0,2342
1,1,0,0,0,1,2422
0,0,1,0,0,0,3250
1,1,0,1,0,0,2408
1,0,0,0,1,1,2308
1,0,0,0,0,0,2383
0,1,1,1,0,1,3394
0,1,0,0,0,0,3344
0,1,1,0,1,1,3221
1,0,1,0,0,0,2444
0,1,1,0,0,1,3234
0,1,0,0,0,1,3214
0,1,0,1,1,1,3189
0,0,1,1,1,1,3270
