--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,1291416915.6750937
1,0,1,1,1,0,5496871.695533868
0,0,0,0,0,0,1280198768.781636
1,0,1,0,1,0,5387107.471430201
0,0,0,1,0,1,1291135019.4427373
1,0,0,1,0,1,5407814.8640120635
1,1,0,0,1,0,5401217.247685357
0,1,1,1,1,1,1290743886.1114922
0,0,1,1,1,0,1290033727.9447174
0,1,1,1,1,0,1283436103.024722
1,0,1,0,0,1,5481744.505959211
1,0,0,0,0,1,5536847.512698108
0,0,1,0,0,1,1291398452.1941268
0,0,1,1,0,1,1291247263.6372206
1,1,0,1,1,1,5354933.506800144
0,1,0,1,1,0,1290391144.5379882
1,0,1,1,0,1,5552849.344442155
0,1,0,0,1,1,1263691974.5959346
1,0,0,0,1,0,5224995.02773132
1,0,0,1,1,1,5435417.234659751
1,1,1,0,0,0,5470974.923703891
1,0,1,1,0,0,5454118.511106694
1,0,0,1,1,0,5408169.226580405
0,0,0,1,0,0,1290669126.138219
1,1,1,1,1,0,5531349.640313284
1,0,1,1,1,1,5487043.062727926
1,0,0,1,0,0,5546723.525743182
1,1,0,1,1,0,5428760.500987693
1,1,1,1,1,1,5401910.36776229
1,1,1,0,1,0,5412009.79519577
0,0,0,1,1,1,1290872932.2439153
0,1,1,0,0,0,1286906589.2263248
0,0,1,0,1,1,1289685016.9525096
1,1,1,1,0,0,5358832.795476287
0,0,0,0,1,1,1289722601.6908545
1,1,1,1,0,1,5406908.419473763
1,1,0,0,0,0,5448479.22603152
1,1,0,0,0,1,5450016.2935662735
0,0,1,0,0,0,1289954735.4883316
1,1,0,1,0,0,5449023.06733745
1,0,0,0,1,1,5500263.3368365625
1,0,0,0,0,0,5426964.312756492
0,1,1,1,0,1,1291628510.3997517
0,1,0,0,0,0,1256535565.0316374
0,1,1,0,1,1,1291479331.186093
1,0,1,0,0,0,5435791.3596654385
0,1,1,0,0,1,1291741164.1245518
0,1,0,0,0,1,1290453830.622897
0,1,0,1,1,1,1280401668.3541548
0,0,1,1,1,1,1257202491.0702982
