--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,50062350.1539993
1,0,1,1,1,0,1391757.806239754
0,0,0,0,0,0,50426202.26151431
1,0,1,0,1,0,1420818.5292922696
0,0,0,1,0,1,50128886.379771024
1,0,0,1,0,1,1397799.7985387493
1,1,0,0,1,0,1402390.4831235074
0,1,1,1,1,1,50465850.263785
0,0,1,1,1,0,50358083.74398252
0,1,1,1,1,0,50466690.72245591
1,0,1,0,0,1,1421378.5363963724
1,0,0,0,0,1,1374377.88269748
0,0,1,0,0,1,50080878.11411038
0,0,1,1,0,1,51202584.87033253
1,1,0,1,1,1,1425146.7642503039
0,1,0,1,1,0,50389323.02649965
1,0,1,1,0,1,1392453.9713861542
0,1,0,0,1,1,50158676.974609174
1,0,0,0,1,0,1423516.0087250883
1,0,0,1,1,1,1426649.7639485272
1,1,1,0,0,0,1419443.9114708558
1,0,1,1,0,0,1439308.6671158022
1,0,0,1,1,0,1440780.6885144836
0,0,0,1,0,0,50390003.51016764
1,1,1,1,1,0,1392878.743620699
1,0,1,1,1,1,1414418.6584859106
1,0,0,1,0,0,1443137.5310788688
1,1,0,1,1,0,1402494.8459085785
1,1,1,1,1,1,1415512.063909645
1,1,1,0,1,0,1413864.6508500832
0,0,0,1,1,1,50025883.39206705
0,1,1,0,0,0,50298390.16984358
0,0,1,0,1,1,50195065.55400269
1,1,1,1,0,0,1421903.4003875677
0,0,0,0,1,1,51602297.78839776
1,1,1,1,0,1,1426644.3927340698
1,1,0,0,0,0,1448641.4368260854
1,1,0,0,0,1,1443346.7090293544
0,0,1,0,0,0,49911439.63707995
1,1,0,1,0,0,1429660.8362557732
1,0,0,0,1,1,1405451.4470831675
1,0,0,0,0,0,1404400.5495245203
0,1,1,1,0,1,50321997.883959986
0,1,0,0,0,0,50043455.23435275
0,1,1,0,1,1,49911845.69812796
1,0,1,0,0,0,1441479.402996314
0,1,1,0,0,1,50266032.97954424
0,1,0,0,0,1,49901407.29453781
0,1,0,1,1,1,49500882.600736775
0,0,1,1,1,1,50050170.2906994
