--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,0.574907892992786
1,0,1,1,1,0,0.5827905132851644
0,0,0,0,0,0,0.5736278178225496
1,0,1,0,1,0,0.5786927190013778
0,0,0,1,0,1,0.6728251543387614
1,0,0,1,0,1,0.5744607269025872
1,1,0,0,1,0,0.585939810009107
0,1,1,1,1,1,0.5756989095148322
0,0,1,1,1,0,0.6678485107678329
0,1,1,1,1,0,0.6713815410555554
1,0,1,0,0,1,0.5855181902821133
1,0,0,0,0,1,0.5827224088257296
0,0,1,0,0,1,0.5753300704514777
0,0,1,1,0,1,0.5629956142813879
1,1,0,1,1,1,0.588137106429504
0,1,0,1,1,0,0.5801830642796513
1,0,1,1,0,1,0.5842855107788172
0,1,0,0,1,1,0.6695510134147249
1,0,0,0,1,0,0.5874180114383906
1,0,0,1,1,1,0.6747355880119598
1,1,1,0,0,0,0.5751375035430678
1,0,1,1,0,0,0.5855450630144072
1,0,0,1,1,0,0.5681244619888616
0,0,0,1,0,0,0.5806674698158338
1,1,1,1,1,0,0.5822865613967255
1,0,1,1,1,1,0.5812802934494645
1,0,0,1,0,0,0.581496053611179
1,1,0,1,1,0,0.5868349725442508
1,1,1,1,1,1,0.5846353701702259
1,1,1,0,1,0,0.6770521393927594
0,0,0,1,1,1,0.6798001648802156
0,1,1,0,0,0,0.5814814282538259
0,0,1,0,1,1,0.5794409379979373
1,1,1,1,0,0,0.5753015242439841
0,0,0,0,1,1,0.5778420749107871
1,1,1,1,0,1,0.5779608779013401
1,1,0,0,0,0,0.575471715413668
1,1,0,0,0,1,0.5813666668990793
0,0,1,0,0,0,0.6723252094419575
1,1,0,1,0,0,0.6744468947388613
1,0,0,0,1,1,0.5776894624449335
1,0,0,0,0,0,0.6828354770445252
0,1,1,1,0,1,0.5723698330145413
0,1,0,0,0,0,0.57770975945452
0,1,1,0,1,1,0.5750649340725803
1,0,1,0,0,0,0.6705846565833083
0,1,1,0,0,1,0.6742729630479698
0,1,0,0,0,1,0.5803205762143088
0,1,0,1,1,1,0.5830963337258656
0,0,1,1,1,1,0.6589322663411761
