--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,16.499724774558928
1,0,1,1,1,0,16.489025353094558
0,0,0,0,0,0,16.447161429197845
1,0,1,0,1,0,16.46070699542988
0,0,0,1,0,1,16.413678245010548
1,0,0,1,0,1,16.467591928347264
1,1,0,0,1,0,16.46393557684031
0,1,1,1,1,1,16.466075264837173
0,0,1,1,1,0,16.355166180319063
0,1,1,1,1,0,16.45577268729669
1,0,1,0,0,1,16.47999203982106
1,0,0,0,0,1,16.373988323438034
0,0,1,0,0,1,16.45121214286742
0,0,1,1,0,1,16.470278396261914
1,1,0,1,1,1,16.46923790473028
0,1,0,1,1,0,16.480742410181445
1,0,1,1,0,1,16.450855292390337
0,1,0,0,1,1,16.449232625572325
1,0,0,0,1,0,16.46899898200743
1,0,0,1,1,1,16.41113489820652
1,1,1,0,0,0,16.394694842217437
1,0,1,1,0,0,16.479009202867477
1,0,0,1,1,0,16.483112775495723
0,0,0,1,0,0,16.454488949591063
1,1,1,1,1,0,16.465439808867238
1,0,1,1,1,1,16.39435171931724
1,0,0,1,0,0,16.485879200592194
1,1,0,1,1,0,16.419878804406906
1,1,1,1,1,1,16.472685703527524
1,1,1,0,1,0,16.430884270449727
0,0,0,1,1,1,16.462998049143422
0,1,1,0,0,0,16.458910470240962
0,0,1,0,1,1,16.388811735826174
1,1,1,1,0,0,16.476237420876142
0,0,0,0,1,1,16.380287363899562
1,1,1,1,0,1,16.44558513537291
1,1,0,0,0,0,16.443733598650123
1,1,0,0,0,1,16.463232261687107
0,0,1,0,0,0,16.46497526401565
1,1,0,1,0,0,16.403279121947197
1,0,0,0,1,1,16.40824789800401
1,0,0,0,0,0,16.42819277731524
0,1,1,1,0,1,16.422389413579356
0,1,0,0,0,0,16.4921716186778
0,1,1,0,1,1,16.451497824934837
1,0,1,0,0,0,16.48313841466127
0,1,1,0,0,1,16.47047061396662
0,1,0,0,0,1,16.419129203943005
0,1,0,1,1,1,16.474638148220667
0,0,1,1,1,1,16.44757413259363
