--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,29188.98152141904
1,0,1,1,1,0,29075.658643626342
0,0,0,0,0,0,29389.132480713455
1,0,1,0,1,0,28968.215320976225
0,0,0,1,0,1,28817.600037993125
1,0,0,1,0,1,28969.448935030912
1,1,0,0,1,0,29108.017407525866
0,1,1,1,1,1,29339.377558063654
0,0,1,1,1,0,29355.452314386795
0,1,1,1,1,0,28863.093429169578
1,0,1,0,0,1,28876.292087737147
1,0,0,0,0,1,28937.74905635447
0,0,1,0,0,1,29473.391834479316
0,0,1,1,0,1,29369.548571241947
1,1,0,1,1,1,29021.872072690738
0,1,0,1,1,0,29263.36330506512
1,0,1,1,0,1,29303.964899710845
0,1,0,0,1,1,28910.652956926657
1,0,0,0,1,0,28657.882853624735
1,0,0,1,1,1,33334.80339816319
1,1,1,0,0,0,29306.58166038666
1,0,1,1,0,0,29088.65138845369
1,0,0,1,1,0,29122.74204828283
0,0,0,1,0,0,29495.93743604912
1,1,1,1,1,0,29136.501040129384
1,0,1,1,1,1,29317.065411005027
1,0,0,1,0,0,29032.400042317622
1,1,0,1,1,0,29324.92583799568
1,1,1,1,1,1,29259.65837183636
1,1,1,0,1,0,29029.089586208906
0,0,0,1,1,1,28514.290007723095
0,1,1,0,0,0,29168.15485023392
0,0,1,0,1,1,29280.874889116985
1,1,1,1,0,0,28596.38749843721
0,0,0,0,1,1,29538.80676985734
1,1,1,1,0,1,29316.442293764176
1,1,0,0,0,0,28663.21391502727
1,1,0,0,0,1,29365.811529340626
0,0,1,0,0,0,29280.332184197414
1,1,0,1,0,0,29002.768517274355
1,0,0,0,1,1,29054.54590040067
1,0,0,0,0,0,29114.53272863613
0,1,1,1,0,1,28794.475514963277
0,1,0,0,0,0,29301.613906522518
0,1,1,0,1,1,29296.070216352357
1,0,1,0,0,0,28889.87923394903
0,1,1,0,0,1,29152.375443414916
0,1,0,0,0,1,29391.95366464316
0,1,0,1,1,1,29059.2951139091
0,0,1,1,1,1,29363.603214797753
