--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,455076.61624858575
1,0,1,1,1,0,295730.48248075705
0,0,0,0,0,0,450920.61339010607
1,0,1,0,1,0,299138.83260746306
0,0,0,1,0,1,449759.07715035975
1,0,0,1,0,1,294379.17282330286
1,1,0,0,1,0,296031.3101185935
0,1,1,1,1,1,452017.79936524783
0,0,1,1,1,0,448071.3961981102
0,1,1,1,1,0,449431.41189403436
1,0,1,0,0,1,299634.0015616025
1,0,0,0,0,1,296781.46443386393
0,0,1,0,0,1,450288.5711006417
0,0,1,1,0,1,450308.785335002
1,1,0,1,1,1,297031.91779908526
0,1,0,1,1,0,446925.6635001976
1,0,1,1,0,1,298223.813026772
0,1,0,0,1,1,452876.4155693985
1,0,0,0,1,0,289881.46478474716
1,0,0,1,1,1,295620.7571435462
1,1,1,0,0,0,296121.51414796355
1,0,1,1,0,0,298650.7810063462
1,0,0,1,1,0,294707.36803051137
0,0,0,1,0,0,454622.8762013313
1,1,1,1,1,0,294932.7968090494
1,0,1,1,1,1,301907.93922416866
1,0,0,1,0,0,294941.65853433864
1,1,0,1,1,0,294852.7687786583
1,1,1,1,1,1,299367.9932127863
1,1,1,0,1,0,293302.2124747038
0,0,0,1,1,1,446741.6457801135
0,1,1,0,0,0,451104.70304449997
0,0,1,0,1,1,456196.8541870207
1,1,1,1,0,0,296961.1152434075
0,0,0,0,1,1,450913.2100848889
1,1,1,1,0,1,297455.67823239823
1,1,0,0,0,0,295152.5992139192
1,1,0,0,0,1,297248.45037107664
0,0,1,0,0,0,453817.8609521217
1,1,0,1,0,0,296347.7934645791
1,0,0,0,1,1,299360.0321944711
1,0,0,0,0,0,293426.41528927
0,1,1,1,0,1,455017.0524192639
0,1,0,0,0,0,448929.95421973045
0,1,1,0,1,1,449570.06023661554
1,0,1,0,0,0,294435.6567063841
0,1,1,0,0,1,455954.6530737502
0,1,0,0,0,1,451454.2465628591
0,1,0,1,1,1,454590.06842803373
0,0,1,1,1,1,449888.59552673326
