--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,17420.51081885146
1,0,1,1,1,0,6546.6977324059035
0,0,0,0,0,0,17000.47900549646
1,0,1,0,1,0,6531.524632240873
0,0,0,1,0,1,16992.56306883242
1,0,0,1,0,1,5650.194301141705
1,1,0,0,1,0,5665.57876600907
0,1,1,1,1,1,17201.508586064207
0,0,1,1,1,0,17063.271121215603
0,1,1,1,1,0,17254.39090602496
1,0,1,0,0,1,6432.128698970884
1,0,0,0,0,1,6305.257066087215
0,0,1,0,0,1,17251.200597305567
0,0,1,1,0,1,16911.85130450918
1,1,0,1,1,1,6025.033024109761
0,1,0,1,1,0,17290.202071283216
1,0,1,1,0,1,6595.303721650747
0,1,0,0,1,1,16951.138411333883
1,0,0,0,1,0,6312.261544062749
1,0,0,1,1,1,6493.28268607469
1,1,1,0,0,0,5661.344700709616
1,0,1,1,0,0,5723.056641972937
1,0,0,1,1,0,5466.73304884163
0,0,0,1,0,0,17184.121225864343
1,1,1,1,1,0,6596.06746151742
1,0,1,1,1,1,5466.5751401635325
1,0,0,1,0,0,5590.867349493459
1,1,0,1,1,0,6476.0318047765495
1,1,1,1,1,1,6597.634386522067
1,1,1,0,1,0,5418.908975074492
0,0,0,1,1,1,17179.357682369962
0,1,1,0,0,0,17417.403797321473
0,0,1,0,1,1,18251.36584096271
1,1,1,1,0,0,5918.689797158925
0,0,0,0,1,1,17258.241207115945
1,1,1,1,0,1,6721.850640559429
1,1,0,0,0,0,5245.314384264451
1,1,0,0,0,1,5479.059904216609
0,0,1,0,0,0,16969.69795702485
1,1,0,1,0,0,6628.612860810809
1,0,0,0,1,1,6587.170844507315
1,0,0,0,0,0,6506.26138522547
0,1,1,1,0,1,16935.35109235216
0,1,0,0,0,0,16991.29440836211
0,1,1,0,1,1,17228.878867577492
1,0,1,0,0,0,6202.428766904316
0,1,1,0,0,1,17105.69926319595
0,1,0,0,0,1,17930.356987311297
0,1,0,1,1,1,17166.77782155306
0,0,1,1,1,1,16802.571465537087
