--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,0.07849376284382817
1,0,1,1,1,0,0.08981628876024637
0,0,0,0,0,0,0.07937988435721985
1,0,1,0,1,0,0.09101303146702605
0,0,0,1,0,1,0.09151268403185882
1,0,0,1,0,1,0.07849825319037383
1,1,0,0,1,0,0.08163284260700737
0,1,1,1,1,1,0.07780210805632871
0,0,1,1,1,0,0.09098793441510472
0,1,1,1,1,0,0.089843073161099
1,0,1,0,0,1,0.08979338175730579
1,0,0,0,0,1,0.07761605723137932
0,0,1,0,0,1,0.07827712604618807
0,0,1,1,0,1,0.09024469812018505
1,1,0,1,1,1,0.07957093751191573
0,1,0,1,1,0,0.09130815634740784
1,0,1,1,0,1,0.0905464382037503
0,1,0,0,1,1,0.0783762727755331
1,0,0,0,1,0,0.07881608200516835
1,0,0,1,1,1,0.08179211604709422
1,1,1,0,0,0,0.09030166191975217
1,0,1,1,0,0,0.07982188421516348
1,0,0,1,1,0,0.09060162748221252
0,0,0,1,0,0,0.07895962052213486
1,1,1,1,1,0,0.07978265074695559
1,0,1,1,1,1,0.09016964740101707
1,0,0,1,0,0,0.09055078200366068
1,1,0,1,1,0,0.09135522000430014
1,1,1,1,1,1,0.08984639323776278
1,1,1,0,1,0,0.09166859688131902
0,0,0,1,1,1,0.07882265979060188
0,1,1,0,0,0,0.07874820883925589
0,0,1,0,1,1,0.07845486371298403
1,1,1,1,0,0,0.09084067934657912
0,0,0,0,1,1,0.07864305099436619
1,1,1,1,0,1,0.07845529453046075
1,1,0,0,0,0,0.09011528101615487
1,1,0,0,0,1,0.0904061779129778
0,0,1,0,0,0,0.07910819235888182
1,1,0,1,0,0,0.090336803172383
1,0,0,0,1,1,0.09047596614950786
1,0,0,0,0,0,0.09098339450196304
0,1,1,1,0,1,0.09052037770958007
0,1,0,0,0,0,0.07959497331364146
0,1,1,0,1,1,0.07888067617094681
1,0,1,0,0,0,0.07912571540560759
0,1,1,0,0,1,0.07823183549742703
0,1,0,0,0,1,0.08952737308669632
0,1,0,1,1,1,0.08992430449699165
0,0,1,1,1,1,0.0783165951217392
