--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,26804.966713726357
1,0,1,1,1,0,33693.639638168046
0,0,0,0,0,0,26875.018291809327
1,0,1,0,1,0,33755.727756275
0,0,0,1,0,1,26896.683517887166
1,0,0,1,0,1,26742.707952166173
1,1,0,0,1,0,38810.43381255034
0,1,1,1,1,1,26402.435318389875
0,0,1,1,1,0,26842.691013058997
0,1,1,1,1,0,26451.528975084195
1,0,1,0,0,1,34114.2668968561
1,0,0,0,0,1,33817.18053450624
0,0,1,0,0,1,26930.238294906576
0,0,1,1,0,1,26845.615242575233
1,1,0,1,1,1,34004.0947050762
0,1,0,1,1,0,34989.67332276388
1,0,1,1,0,1,34281.83514914501
0,1,0,0,1,1,26767.888544936395
1,0,0,0,1,0,33718.85107330981
1,0,0,1,1,1,35345.75696632175
1,1,1,0,0,0,34994.471923270285
1,0,1,1,0,0,35436.04316889651
1,0,0,1,1,0,33844.79359786469
0,0,0,1,0,0,29773.77882846135
1,1,1,1,1,0,38523.04197971454
1,0,1,1,1,1,33929.417785780446
1,0,0,1,0,0,33990.342867726475
1,1,0,1,1,0,33713.90260876156
1,1,1,1,1,1,34266.259665740865
1,1,1,0,1,0,34233.92871955145
0,0,0,1,1,1,26823.541466579813
0,1,1,0,0,0,26724.995573004482
0,0,1,0,1,1,26630.076231788822
1,1,1,1,0,0,33934.05432339873
0,0,0,0,1,1,34922.30154590203
1,1,1,1,0,1,34882.0437528963
1,1,0,0,0,0,34173.8575867365
1,1,0,0,0,1,33916.90419522597
0,0,1,0,0,0,26501.113152756872
1,1,0,1,0,0,34561.55300264724
1,0,0,0,1,1,33800.72525540166
1,0,0,0,0,0,33732.9723545473
0,1,1,1,0,1,29263.04474840424
0,1,0,0,0,0,34265.968472430664
0,1,1,0,1,1,33986.779007019155
1,0,1,0,0,0,34044.77377996808
0,1,1,0,0,1,34674.18883896114
0,1,0,0,0,1,26634.22901670874
0,1,0,1,1,1,26910.294533173666
0,0,1,1,1,1,26913.605093819617
