--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,9825614985.241926
1,0,1,1,1,0,9982072198.331797
0,0,0,0,0,0,3928840834.8001003
1,0,1,0,1,0,12083248750.59208
0,0,0,1,0,1,11742933102.8587
1,0,0,1,0,1,11247733581.68329
1,1,0,0,1,0,11585283908.967472
0,1,1,1,1,1,9980259047.60384
0,0,1,1,1,0,10054394273.017021
0,1,1,1,1,0,9935064418.957693
1,0,1,0,0,1,10383073098.91123
1,0,0,0,0,1,9904853972.73788
0,0,1,0,0,1,11873720606.604637
0,0,1,1,0,1,11684345080.773878
1,1,0,1,1,1,10118344153.216015
0,1,0,1,1,0,11882298701.97769
1,0,1,1,0,1,11916167379.253477
0,1,0,0,1,1,3880692004.9983315
1,0,0,0,1,0,10291178607.521204
1,0,0,1,1,1,10217677399.315006
1,1,1,0,0,0,10393627459.132257
1,0,1,1,0,0,10308428170.872505
1,0,0,1,1,0,11937561776.882195
0,0,0,1,0,0,11790005847.842901
1,1,1,1,1,0,9978147856.194933
1,0,1,1,1,1,10220580569.85869
1,0,0,1,0,0,10355289999.896448
1,1,0,1,1,0,10224342523.654016
1,1,1,1,1,1,10250291620.796612
1,1,1,0,1,0,10287388484.708826
0,0,0,1,1,1,11812400185.218435
0,1,1,0,0,0,10201416772.7614
0,0,1,0,1,1,10060605085.032234
1,1,1,1,0,0,10130439539.51074
0,0,0,0,1,1,11840933633.93517
1,1,1,1,0,1,10289971393.879526
1,1,0,0,0,0,11810223874.603767
1,1,0,0,0,1,10368388856.055656
0,0,1,0,0,0,10215610678.99078
1,1,0,1,0,0,9858957750.422457
1,0,0,0,1,1,10041229287.454287
1,0,0,0,0,0,10285060743.568752
0,1,1,1,0,1,9741404671.588024
0,1,0,0,0,0,9653460089.699951
0,1,1,0,1,1,11698807189.618946
1,0,1,0,0,0,10258661901.176258
0,1,1,0,0,1,9832822354.331654
0,1,0,0,0,1,11763183588.006258
0,1,0,1,1,1,3900989759.1216846
0,0,1,1,1,1,10020140482.369562
