--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,1.4394272836054591
1,0,1,1,1,0,1.4252611048775325
0,0,0,0,0,0,1.4295304200465315
1,0,1,0,1,0,1.4235122499330466
0,0,0,1,0,1,1.428789804327008
1,0,0,1,0,1,1.5387297493145373
1,1,0,0,1,0,1.4202592956022635
0,1,1,1,1,1,1.4736544550618398
0,0,1,1,1,0,1.4164351597685014
0,1,1,1,1,0,1.4367882475032563
1,0,1,0,0,1,1.537875441967666
1,0,0,0,0,1,1.519724320617466
0,0,1,0,0,1,1.4215140988497994
0,0,1,1,0,1,1.4338931251389089
1,1,0,1,1,1,1.5144382881656597
0,1,0,1,1,0,1.4743173177308064
1,0,1,1,0,1,1.4771182633860458
0,1,0,0,1,1,1.4112454689968603
1,0,0,0,1,0,1.4264588977485766
1,0,0,1,1,1,1.417692658603732
1,1,1,0,0,0,1.429452430826502
1,0,1,1,0,0,1.472602833540882
1,0,0,1,1,0,1.467587781294416
0,0,0,1,0,0,1.4293482388522616
1,1,1,1,1,0,1.4226086541399818
1,0,1,1,1,1,1.4223556305296925
1,0,0,1,0,0,1.4221089951629062
1,1,0,1,1,0,1.4806884143006185
1,1,1,1,1,1,1.4126953013676897
1,1,1,0,1,0,1.4203524199049693
0,0,0,1,1,1,1.466526947504837
0,1,1,0,0,0,1.4354389813612403
0,0,1,0,1,1,1.4281851413225348
1,1,1,1,0,0,1.47698785513952
0,0,0,0,1,1,1.4320180453041405
1,1,1,1,0,1,1.5391101622690975
1,1,0,0,0,0,1.4257744015378955
1,1,0,0,0,1,1.5393572660166501
0,0,1,0,0,0,1.4307837151923037
1,1,0,1,0,0,1.4154514585700269
1,0,0,0,1,1,1.5177324288705993
1,0,0,0,0,0,1.470692851245189
0,1,1,1,0,1,1.4260027302643083
0,1,0,0,0,0,1.4363317998738006
0,1,1,0,1,1,1.427261283102116
1,0,1,0,0,0,1.4234360738680976
0,1,1,0,0,1,1.4681187456738054
0,1,0,0,0,1,1.4759050676477028
0,1,0,1,1,1,1.4734348967150441
0,0,1,1,1,1,1.422511467489679
