--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,33869.26936196054
1,0,1,1,1,0,29226.40739180267
0,0,0,0,0,0,29128.1253022043
1,0,1,0,1,0,33427.309757742594
0,0,0,1,0,1,28698.94124726919
1,0,0,1,0,1,29077.067138133865
1,1,0,0,1,0,29005.69352758253
0,1,1,1,1,1,29122.993946290615
0,0,1,1,1,0,28784.85925614282
0,1,1,1,1,0,28736.84111308591
1,0,1,0,0,1,33536.417581520574
1,0,0,0,0,1,28978.397879430388
0,0,1,0,0,1,29328.375508319405
0,0,1,1,0,1,29209.414766883892
1,1,0,1,1,1,29061.146250073198
0,1,0,1,1,0,33117.95622468546
1,0,1,1,0,1,33946.4261575952
0,1,0,0,1,1,33066.13908980426
1,0,0,0,1,0,28603.09628517287
1,0,0,1,1,1,29375.25989761194
1,1,1,0,0,0,29122.63857628972
1,0,1,1,0,0,29186.223017008477
1,0,0,1,1,0,28872.536959662382
0,0,0,1,0,0,28962.76601829943
1,1,1,1,1,0,33635.467281738274
1,0,1,1,1,1,29042.222076172115
1,0,0,1,0,0,29233.627020197102
1,1,0,1,1,0,28794.424109502204
1,1,1,1,1,1,29230.367920302582
1,1,1,0,1,0,28739.18576771145
0,0,0,1,1,1,29066.684176437215
0,1,1,0,0,0,28764.05487226703
0,0,1,0,1,1,29043.882081954922
1,1,1,1,0,0,33407.11963847884
0,0,0,0,1,1,28729.2481817187
1,1,1,1,0,1,33172.208178030734
1,1,0,0,0,0,28687.131970991
1,1,0,0,0,1,29323.67036288599
0,0,1,0,0,0,27895.04778379843
1,1,0,1,0,0,28845.553636749326
1,0,0,0,1,1,29035.691862901247
1,0,0,0,0,0,33522.03220481747
0,1,1,1,0,1,28896.74732721703
0,1,0,0,0,0,28844.631737125255
0,1,1,0,1,1,29140.825311301236
1,0,1,0,0,0,28980.3227086447
0,1,1,0,0,1,29291.051973193185
0,1,0,0,0,1,33389.677300789175
0,1,0,1,1,1,29005.75073815285
0,0,1,1,1,1,28453.276746215295
