--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,8867331.18505683
1,0,1,1,1,0,2061670.2685592512
0,0,0,0,0,0,8830227.762833009
1,0,1,0,1,0,2107702.9905038495
0,0,0,1,0,1,9895170.171397408
1,0,0,1,0,1,2193644.3498379258
1,1,0,0,1,0,2232014.336960187
0,1,1,1,1,1,8855523.009934178
0,0,1,1,1,0,10313668.889994582
0,1,1,1,1,0,8900844.820125764
1,0,1,0,0,1,2170808.7492136895
1,0,0,0,0,1,2100793.7214636845
0,0,1,0,0,1,8849058.52919515
0,0,1,1,0,1,8812735.728563227
1,1,0,1,1,1,2092224.5991892905
0,1,0,1,1,0,10293099.614096256
1,0,1,1,0,1,2254765.4270007685
0,1,0,0,1,1,10342036.270617457
1,0,0,0,1,0,2197572.1433926723
1,0,0,1,1,1,2239715.4550812435
1,1,1,0,0,0,2267404.3349233735
1,0,1,1,0,0,2263061.1214789483
1,0,0,1,1,0,2132820.682866478
0,0,0,1,0,0,8818944.624021184
1,1,1,1,1,0,2074494.7152184895
1,0,1,1,1,1,2104070.5397054763
1,0,0,1,0,0,2254714.2682003095
1,1,0,1,1,0,2117200.016274493
1,1,1,1,1,1,2192781.191526337
1,1,1,0,1,0,2288987.333554398
0,0,0,1,1,1,8859163.756423991
0,1,1,0,0,0,8904998.30787222
0,0,1,0,1,1,10359731.631980851
1,1,1,1,0,0,2155507.8275348353
0,0,0,0,1,1,8893446.048749976
1,1,1,1,0,1,2122662.749578414
1,1,0,0,0,0,2151928.5206814855
1,1,0,0,0,1,2282634.0914451154
0,0,1,0,0,0,8842277.745281424
1,1,0,1,0,0,2175224.1740354053
1,0,0,0,1,1,2163010.0901781837
1,0,0,0,0,0,2329834.692800031
0,1,1,1,0,1,10470878.111083744
0,1,0,0,0,0,8875400.882997658
0,1,1,0,1,1,8940362.2497102
1,0,1,0,0,0,2070697.0684035849
0,1,1,0,0,1,9342188.831495464
0,1,0,0,0,1,10345277.570107825
0,1,0,1,1,1,8813888.262319366
0,0,1,1,1,1,10397786.777016021
