--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,74.9545914666207
1,0,1,1,1,0,76.71312718558134
0,0,0,0,0,0,73.75035656435202
1,0,1,0,1,0,76.15137091527573
0,0,0,1,0,1,76.73737809353068
1,0,0,1,0,1,72.57827816297805
1,1,0,0,1,0,74.41754368820337
0,1,1,1,1,1,78.64635524168828
0,0,1,1,1,0,76.3817318277916
0,1,1,1,1,0,76.79319805808638
1,0,1,0,0,1,77.01294292333723
1,0,0,0,0,1,75.3809573272067
0,0,1,0,0,1,77.07824101931492
0,0,1,1,0,1,75.11573731587174
1,1,0,1,1,1,78.72218219979919
0,1,0,1,1,0,77.1748608981573
1,0,1,1,0,1,76.444357266484
0,1,0,0,1,1,75.9284540895086
1,0,0,0,1,0,74.03163286861837
1,0,0,1,1,1,75.99428981824487
1,1,1,0,0,0,77.08696522836664
1,0,1,1,0,0,72.30780402336076
1,0,0,1,1,0,76.63965760337814
0,0,0,1,0,0,77.51369821706702
1,1,1,1,1,0,76.73849751395558
1,0,1,1,1,1,72.3562536231182
1,0,0,1,0,0,76.83572344115504
1,1,0,1,1,0,74.76540466087356
1,1,1,1,1,1,75.1436000245529
1,1,1,0,1,0,75.94792027880355
0,0,0,1,1,1,72.17787290554529
0,1,1,0,0,0,76.09423167287201
0,0,1,0,1,1,73.72124302541455
1,1,1,1,0,0,74.32720158051859
0,0,0,0,1,1,72.25506441499793
1,1,1,1,0,1,72.530992562389
1,1,0,0,0,0,72.22247388785226
1,1,0,0,0,1,74.92769357311246
0,0,1,0,0,0,76.4692839162613
1,1,0,1,0,0,72.61553152487188
1,0,0,0,1,1,75.20318618693385
1,0,0,0,0,0,76.40436603058552
0,1,1,1,0,1,72.51003656535472
0,1,0,0,0,0,77.90807872868483
0,1,1,0,1,1,74.4359111292918
1,0,1,0,0,0,77.12943788514717
0,1,1,0,0,1,78.31572379340281
0,1,0,0,0,1,72.22484674234562
0,1,0,1,1,1,76.96452337865861
0,0,1,1,1,1,75.75797962221728
