--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,0.27861422518539
1,0,1,1,1,0,0.05584281413536632
0,0,0,0,0,0,0.28024423542517113
1,0,1,0,1,0,0.05519119121646401
0,0,0,1,0,1,0.27031218897262344
1,0,0,1,0,1,0.055505051549917916
1,1,0,0,1,0,0.05521986646929075
0,1,1,1,1,1,0.25187605113459494
0,0,1,1,1,0,0.2735659000920086
0,1,1,1,1,0,0.2748768331557795
1,0,1,0,0,1,0.055515088801600866
1,0,0,0,0,1,0.05527661775140025
0,0,1,0,0,1,0.2666670799204555
0,0,1,1,0,1,0.2735209285854834
1,1,0,1,1,1,0.055776688601305316
0,1,0,1,1,0,0.27716399367557554
1,0,1,1,0,1,0.05528813353182775
0,1,0,0,1,1,0.2662765743437546
1,0,0,0,1,0,0.05593895620463206
1,0,0,1,1,1,0.05565797731171812
1,1,1,0,0,0,0.055325097275623555
1,0,1,1,0,0,0.055750087898390165
1,0,0,1,1,0,0.05578135363770762
0,0,0,1,0,0,0.2795613704945147
1,1,1,1,1,0,0.05582683809466204
1,0,1,1,1,1,0.055604873579219546
1,0,0,1,0,0,0.05594841919457433
1,1,0,1,1,0,0.05599811450921115
1,1,1,1,1,1,0.05511404360407894
1,1,1,0,1,0,0.05573347877277039
0,0,0,1,1,1,0.276538711475782
0,1,1,0,0,0,0.27559177478095315
0,0,1,0,1,1,0.27033074894441433
1,1,1,1,0,0,0.05581943485256049
0,0,0,0,1,1,0.2644319338285074
1,1,1,1,0,1,0.05523951958964007
1,1,0,0,0,0,0.05572752512339529
1,1,0,0,0,1,0.05580831244450947
0,0,1,0,0,0,0.2775312405956364
1,1,0,1,0,0,0.05602197268648934
1,0,0,0,1,1,0.05600961177168427
1,0,0,0,0,0,0.05569818352037356
0,1,1,1,0,1,0.26497751380490425
0,1,0,0,0,0,0.28154462395797886
0,1,1,0,1,1,0.26771162633481543
1,0,1,0,0,0,0.05565773672960837
0,1,1,0,0,1,0.2562692020964677
0,1,0,0,0,1,0.2679825113234708
0,1,0,1,1,1,0.25662682411388077
0,0,1,1,1,1,0.26531648850514256
