--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,17549692.42795144
1,0,1,1,1,0,1805923.35035657
0,0,0,0,0,0,16685236.556309467
1,0,1,0,1,0,1775923.3172905822
0,0,0,1,0,1,17198766.223802567
1,0,0,1,0,1,1820669.1693946777
1,1,0,0,1,0,1801628.1547125145
0,1,1,1,1,1,16685403.540572554
0,0,1,1,1,0,17543271.118543282
0,1,1,1,1,0,17533511.1247726
1,0,1,0,0,1,1775887.641049441
1,0,0,0,0,1,1802043.9289697944
0,0,1,0,0,1,17570872.3684759
0,0,1,1,0,1,17285583.554351993
1,1,0,1,1,1,1821043.1345246313
0,1,0,1,1,0,17433496.441126037
1,0,1,1,0,1,1803245.852777436
0,1,0,0,1,1,17334657.280495215
1,0,0,0,1,0,1806986.0565189451
1,0,0,1,1,1,1819370.1977155078
1,1,1,0,0,0,1812779.604440454
1,0,1,1,0,0,1756708.4993570575
1,0,0,1,1,0,1799148.2066672163
0,0,0,1,0,0,16352569.028167542
1,1,1,1,1,0,1814623.3740785394
1,0,1,1,1,1,1829596.8311546817
1,0,0,1,0,0,1766427.5428029895
1,1,0,1,1,0,1805858.0863959615
1,1,1,1,1,1,1807526.707212084
1,1,1,0,1,0,1816128.0481275676
0,0,0,1,1,1,17033817.776700728
0,1,1,0,0,0,15825641.889380211
0,0,1,0,1,1,17519631.41274397
1,1,1,1,0,0,1796828.8464857966
0,0,0,0,1,1,17504432.23602097
1,1,1,1,0,1,1765243.628519497
1,1,0,0,0,0,1811009.8654737067
1,1,0,0,0,1,1813146.095663813
0,0,1,0,0,0,17343274.817575026
1,1,0,1,0,0,1778179.7355440883
1,0,0,0,1,1,1800551.1136931877
1,0,0,0,0,0,1771299.3999562801
0,1,1,1,0,1,17411479.86226544
0,1,0,0,0,0,17202987.403356753
0,1,1,0,1,1,17355646.85443445
1,0,1,0,0,0,1808682.8715866588
0,1,1,0,0,1,17569119.419395417
0,1,0,0,0,1,17135207.261761013
0,1,0,1,1,1,16355160.554440597
0,0,1,1,1,1,17230330.034428127
