--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,78650.32358002754
1,0,1,1,1,0,24504.899915072812
0,0,0,0,0,0,81333.81741781173
1,0,1,0,1,0,21119.51888416012
0,0,0,1,0,1,80946.38977520617
1,0,0,1,0,1,24377.107182498
1,1,0,0,1,0,24082.11851901744
0,1,1,1,1,1,81765.15641738303
0,0,1,1,1,0,80938.04027031091
0,1,1,1,1,0,82283.13191777955
1,0,1,0,0,1,24771.957080165223
1,0,0,0,0,1,24613.39069407118
0,0,1,0,0,1,79814.49987836863
0,0,1,1,0,1,80513.1771529707
1,1,0,1,1,1,24744.8399819585
0,1,0,1,1,0,81147.43744475595
1,0,1,1,0,1,24736.786340694445
0,1,0,0,1,1,76073.14581550524
1,0,0,0,1,0,24630.838097941258
1,0,0,1,1,1,24388.074279310375
1,1,1,0,0,0,24486.131392341926
1,0,1,1,0,0,24719.126511041097
1,0,0,1,1,0,24517.320637064382
0,0,0,1,0,0,80303.78041809567
1,1,1,1,1,0,20737.876741553828
1,0,1,1,1,1,24503.14782895051
1,0,0,1,0,0,24644.089648170724
1,1,0,1,1,0,24665.445984022186
1,1,1,1,1,1,24485.56345286712
1,1,1,0,1,0,24718.61155751996
0,0,0,1,1,1,76976.87168248664
0,1,1,0,0,0,81205.5277808155
0,0,1,0,1,1,79725.0668612249
1,1,1,1,0,0,24808.09821603609
0,0,0,0,1,1,82456.74060905093
1,1,1,1,0,1,24551.751315502737
1,1,0,0,0,0,22625.495159182512
1,1,0,0,0,1,24739.635270611867
0,0,1,0,0,0,81380.25360598367
1,1,0,1,0,0,24675.084677830266
1,0,0,0,1,1,24453.747694446218
1,0,0,0,0,0,24687.55714572783
0,1,1,1,0,1,81891.54105165372
0,1,0,0,0,0,81077.35333748115
0,1,1,0,1,1,81088.71739188278
1,0,1,0,0,0,24574.22161273033
0,1,1,0,0,1,81461.67705409118
0,1,0,0,0,1,81436.56000518522
0,1,0,1,1,1,81784.12059068581
0,0,1,1,1,1,80637.28020533526
