--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,26096.342581929333
1,0,1,1,1,0,29291.331672690572
0,0,0,0,0,0,25547.291319058513
1,0,1,0,1,0,29772.760300191596
0,0,0,1,0,1,25550.810315843275
1,0,0,1,0,1,29424.460495160703
1,1,0,0,1,0,29082.071525261006
0,1,1,1,1,1,29132.27395372822
0,0,1,1,1,0,26049.823517655634
0,1,1,1,1,0,26153.71832251829
1,0,1,0,0,1,29313.45341824034
1,0,0,0,0,1,25686.811394381843
0,0,1,0,0,1,26058.535496754645
0,0,1,1,0,1,26102.22859522635
1,1,0,1,1,1,28805.980859059448
0,1,0,1,1,0,25710.447805554144
1,0,1,1,0,1,27077.71284632496
0,1,0,0,1,1,29107.021891478485
1,0,0,0,1,0,26104.553487747162
1,0,0,1,1,1,26041.25773754126
1,1,1,0,0,0,28747.703741229037
1,0,1,1,0,0,29048.227843144683
1,0,0,1,1,0,29234.84146427849
0,0,0,1,0,0,29549.13253941315
1,1,1,1,1,0,29015.377947204375
1,0,1,1,1,1,29395.248034751297
1,0,0,1,0,0,28946.74880827682
1,1,0,1,1,0,29059.80094385071
1,1,1,1,1,1,29334.47526578648
1,1,1,0,1,0,29521.397625623507
0,0,0,1,1,1,25819.54528734043
0,1,1,0,0,0,25283.29169849412
0,0,1,0,1,1,26064.42484637172
1,1,1,1,0,0,29315.984212052597
0,0,0,0,1,1,23129.302050181333
1,1,1,1,0,1,29067.613565494816
1,1,0,0,0,0,29358.796256471633
1,1,0,0,0,1,29462.26389273167
0,0,1,0,0,0,25786.19530876906
1,1,0,1,0,0,29182.026626381463
1,0,0,0,1,1,28945.660398570744
1,0,0,0,0,0,29523.121578842216
0,1,1,1,0,1,25927.528151137783
0,1,0,0,0,0,25990.9815452595
0,1,1,0,1,1,26045.775659087052
1,0,1,0,0,0,29090.900628101637
0,1,1,0,0,1,26058.224496815685
0,1,0,0,0,1,26025.55928536521
0,1,0,1,1,1,26091.69477351
0,0,1,1,1,1,28901.528619189587
