--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,1025290.2606980939
1,0,1,1,1,0,451112.28093547805
0,0,0,0,0,0,1010275.9000846025
1,0,1,0,1,0,455137.3979700289
0,0,0,1,0,1,1025892.8797125005
1,0,0,1,0,1,419413.9679614703
1,1,0,0,1,0,396491.91565671714
0,1,1,1,1,1,1201804.0520986863
0,0,1,1,1,0,1031841.8980475818
0,1,1,1,1,0,1055302.4049244293
1,0,1,0,0,1,465758.71848388907
1,0,0,0,0,1,463848.6475963892
0,0,1,0,0,1,1030671.4422484386
0,0,1,1,0,1,947890.1018490852
1,1,0,1,1,1,432249.53246809944
0,1,0,1,1,0,1030073.5960802486
1,0,1,1,0,1,396593.9810898596
0,1,0,0,1,1,1019245.7031404081
1,0,0,0,1,0,412652.41151758435
1,0,0,1,1,1,465973.887755278
1,1,1,0,0,0,462880.4202406165
1,0,1,1,0,0,442461.61857840413
1,0,0,1,1,0,413802.17627502634
0,0,0,1,0,0,1024160.604113832
1,1,1,1,1,0,399347.4694297316
1,0,1,1,1,1,460389.3990110854
1,0,0,1,0,0,398224.91403857275
1,1,0,1,1,0,439955.5215526643
1,1,1,1,1,1,419368.5463793766
1,1,1,0,1,0,414793.9652422401
0,0,0,1,1,1,1172827.7026031709
0,1,1,0,0,0,1178319.8850506532
0,0,1,0,1,1,1166125.6271336165
1,1,1,1,0,0,469844.67790065915
0,0,0,0,1,1,1019320.0287334083
1,1,1,1,0,1,431847.4467455877
1,1,0,0,0,0,461126.30542782
1,1,0,0,0,1,461267.99527532415
0,0,1,0,0,0,1176934.2449426604
1,1,0,1,0,0,456728.7424969744
1,0,0,0,1,1,455469.3700219134
1,0,0,0,0,0,442083.35387915716
0,1,1,1,0,1,1030193.9758418276
0,1,0,0,0,0,1028629.897070355
0,1,1,0,1,1,1015570.5860453655
1,0,1,0,0,0,462471.88205642486
0,1,1,0,0,1,1056307.6184116614
0,1,0,0,0,1,1014050.5012157554
0,1,0,1,1,1,1037776.64738533
0,0,1,1,1,1,1172128.4453045367
