--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,279.71331693208754
1,0,1,1,1,0,286.7771707279902
0,0,0,0,0,0,279.2179366607061
1,0,1,0,1,0,281.5324761554197
0,0,0,1,0,1,276.4723617599582
1,0,0,1,0,1,282.9197677758219
1,1,0,0,1,0,277.8546187813291
0,1,1,1,1,1,275.8983105870466
0,0,1,1,1,0,274.2376767457199
0,1,1,1,1,0,274.99345673006735
1,0,1,0,0,1,278.9948017722013
1,0,0,0,0,1,279.5221658245939
0,0,1,0,0,1,274.8224783788678
0,0,1,1,0,1,276.48123545936454
1,1,0,1,1,1,284.3100455816555
0,1,0,1,1,0,276.40443202953054
1,0,1,1,0,1,282.68147987123143
0,1,0,0,1,1,269.47516623997785
1,0,0,0,1,0,279.0537801003589
1,0,0,1,1,1,284.33918930509776
1,1,1,0,0,0,280.01946653888496
1,0,1,1,0,0,274.4116144096726
1,0,0,1,1,0,278.4554371396335
0,0,0,1,0,0,275.32140805048505
1,1,1,1,1,0,278.5975842140968
1,0,1,1,1,1,276.62239151571595
1,0,0,1,0,0,280.6560805138979
1,1,0,1,1,0,276.17186790098054
1,1,1,1,1,1,279.9102772574248
1,1,1,0,1,0,282.563093335096
0,0,0,1,1,1,274.95138341257905
0,1,1,0,0,0,275.9297604349399
0,0,1,0,1,1,273.23802394680774
1,1,1,1,0,0,277.845999003861
0,0,0,0,1,1,268.73950925272896
1,1,1,1,0,1,282.6126459994522
1,1,0,0,0,0,279.81348406556657
1,1,0,0,0,1,274.74350191869445
0,0,1,0,0,0,276.5095409606048
1,1,0,1,0,0,280.3077490142949
1,0,0,0,1,1,277.3181056083176
1,0,0,0,0,0,278.91413369255156
0,1,1,1,0,1,278.8029081131739
0,1,0,0,0,0,277.7859421381055
0,1,1,0,1,1,272.7600093340003
1,0,1,0,0,0,280.9779823615931
0,1,1,0,0,1,269.17582312575746
0,1,0,0,0,1,283.3047414114116
0,1,0,1,1,1,280.5824256141604
0,0,1,1,1,1,273.7378429906738
