--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,512.0598058324878
1,0,1,1,1,0,169.60571748933322
0,0,0,0,0,0,507.86823367818846
1,0,1,0,1,0,167.77992442543734
0,0,0,1,0,1,516.4845863784993
1,0,0,1,0,1,166.78444542223605
1,1,0,0,1,0,167.157932128136
0,1,1,1,1,1,515.2542621600702
0,0,1,1,1,0,501.61505727332127
0,1,1,1,1,0,513.146814063977
1,0,1,0,0,1,171.65649422414305
1,0,0,0,0,1,168.2263910816538
0,0,1,0,0,1,489.9806961276187
0,0,1,1,0,1,507.1040202192515
1,1,0,1,1,1,168.15904478150563
0,1,0,1,1,0,516.5982530520266
1,0,1,1,0,1,170.7754175892687
0,1,0,0,1,1,521.0931968111262
1,0,0,0,1,0,167.2759095332799
1,0,0,1,1,1,167.921861013779
1,1,1,0,0,0,169.61901026687383
1,0,1,1,0,0,166.1204799021818
1,0,0,1,1,0,168.00361815145703
0,0,0,1,0,0,513.5037566923237
1,1,1,1,1,0,169.2806745656392
1,0,1,1,1,1,168.49365868454154
1,0,0,1,0,0,168.67114876538395
1,1,0,1,1,0,167.4227405498601
1,1,1,1,1,1,170.15546848561084
1,1,1,0,1,0,168.56149781605555
0,0,0,1,1,1,521.3842235590773
0,1,1,0,0,0,521.5243341980514
0,0,1,0,1,1,515.6195182072053
1,1,1,1,0,0,167.06710784048875
0,0,0,0,1,1,510.41917044815426
1,1,1,1,0,1,168.65460888575237
1,1,0,0,0,0,167.93613994780077
1,1,0,0,0,1,166.77234325445554
0,0,1,0,0,0,521.1184782365735
1,1,0,1,0,0,168.71887507620022
1,0,0,0,1,1,168.4477981275446
1,0,0,0,0,0,168.5666320840084
0,1,1,1,0,1,513.5276240312589
0,1,0,0,0,0,515.9588278930698
0,1,1,0,1,1,509.1910867528036
1,0,1,0,0,0,167.94516379530134
0,1,1,0,0,1,510.4704185317456
0,1,0,0,0,1,517.8152897983225
0,1,0,1,1,1,518.1556844911362
0,0,1,1,1,1,512.8579607882953
