--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,85731.48589982826
1,0,1,1,1,0,85220.44782834011
0,0,0,0,0,0,84059.31157777479
1,0,1,0,1,0,84551.67362851056
0,0,0,1,0,1,81448.34708724421
1,0,0,1,0,1,81982.80328718247
1,1,0,0,1,0,83460.78490695165
0,1,1,1,1,1,95400.33031410367
0,0,1,1,1,0,86487.29432456537
0,1,1,1,1,0,84764.69109839358
1,0,1,0,0,1,98287.8840328777
1,0,0,0,0,1,95215.16198622256
0,0,1,0,0,1,82118.26360274667
0,0,1,1,0,1,94049.42692392446
1,1,0,1,1,1,82395.31757297671
0,1,0,1,1,0,85941.1827139624
1,0,1,1,0,1,95284.99360447122
0,1,0,0,1,1,82444.83904376518
1,0,0,0,1,0,83010.76043584301
1,0,0,1,1,1,80440.60860720948
1,1,1,0,0,0,84193.45365588182
1,0,1,1,0,0,86152.4051554633
1,0,0,1,1,0,84372.99851427587
0,0,0,1,0,0,96688.7394166923
1,1,1,1,1,0,85008.77120501293
1,0,1,1,1,1,82254.6797360579
1,0,0,1,0,0,85509.66840718748
1,1,0,1,1,0,86096.38886777135
1,1,1,1,1,1,83093.78088751636
1,1,1,0,1,0,83749.72299779119
0,0,0,1,1,1,82038.77513483482
0,1,1,0,0,0,86520.80297534658
0,0,1,0,1,1,94559.28564620303
1,1,1,1,0,0,85390.5700631762
0,0,0,0,1,1,94167.36742882595
1,1,1,1,0,1,81260.8696570775
1,1,0,0,0,0,83201.74976607828
1,1,0,0,0,1,83081.07150654895
0,0,1,0,0,0,84643.51621355017
1,1,0,1,0,0,82280.9530866095
1,0,0,0,1,1,94219.14657427662
1,0,0,0,0,0,81683.27001654658
0,1,1,1,0,1,81092.23455085485
0,1,0,0,0,0,85217.20886541894
0,1,1,0,1,1,83267.75303883583
1,0,1,0,0,0,85093.81082080129
0,1,1,0,0,1,83657.4571797214
0,1,0,0,0,1,83429.98697324183
0,1,0,1,1,1,81837.58104477948
0,0,1,1,1,1,83355.80466900869
