--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,14991008.872590505
1,0,1,1,1,0,1840465.9720312022
0,0,0,0,0,0,14820514.191752397
1,0,1,0,1,0,1832735.3839262412
0,0,0,1,0,1,14016479.460838288
1,0,0,1,0,1,1870090.4422116098
1,1,0,0,1,0,1832653.0591764064
0,1,1,1,1,1,15020312.900394604
0,0,1,1,1,0,15010251.942035401
0,1,1,1,1,0,15004282.132094808
1,0,1,0,0,1,1817371.5434096202
1,0,0,0,0,1,1826405.7626991328
0,0,1,0,0,1,14283555.46914068
0,0,1,1,0,1,15013728.703663917
1,1,0,1,1,1,1813486.5912689283
0,1,0,1,1,0,14769537.931992812
1,0,1,1,0,1,1839651.00904948
0,1,0,0,1,1,14130308.027602075
1,0,0,0,1,0,1827201.6022178303
1,0,0,1,1,1,1831896.0615734998
1,1,1,0,0,0,1809910.1228424117
1,0,1,1,0,0,1824400.2918840512
1,0,0,1,1,0,1847618.3478186415
0,0,0,1,0,0,14974513.318433972
1,1,1,1,1,0,1854931.57482219
1,0,1,1,1,1,1826481.205316982
1,0,0,1,0,0,1826793.664962796
1,1,0,1,1,0,1815127.1578490762
1,1,1,1,1,1,1831556.8023582997
1,1,1,0,1,0,1782635.6287808348
0,0,0,1,1,1,14998328.81121221
0,1,1,0,0,0,15027857.018332027
0,0,1,0,1,1,14946645.378498444
1,1,1,1,0,0,1828046.906550233
0,0,0,0,1,1,15026740.02376533
1,1,1,1,0,1,1829024.209848226
1,1,0,0,0,0,1845100.9609207574
1,1,0,0,0,1,1843164.0761340864
0,0,1,0,0,0,15001570.634442287
1,1,0,1,0,0,1836538.3340473832
1,0,0,0,1,1,1851405.1441329697
1,0,0,0,0,0,1856922.3350946025
0,1,1,1,0,1,14927194.519412464
0,1,0,0,0,0,14993321.479833273
0,1,1,0,1,1,14989190.305584082
1,0,1,0,0,0,1819398.1844464224
0,1,1,0,0,1,15004535.18077653
0,1,0,0,0,1,14959599.626541374
0,1,0,1,1,1,15008890.35110168
0,0,1,1,1,1,14811734.325168142
