--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,2778
1,0,1,1,1,0,1929
0,0,0,0,0,0,2716
1,0,1,0,1,0,1943
0,0,0,1,0,1,2728
1,0,0,1,0,1,1899
1,1,0,0,1,0,1923
0,1,1,1,1,1,2667
0,0,1,1,1,0,2785
0,1,1,1,1,0,2703
1,0,1,0,0,1,1903
1,0,0,0,0,1,1926
0,0,1,0,0,1,2688
0,0,1,1,0,1,2711
1,1,0,1,1,1,1925
0,1,0,1,1,0,2686
1,0,1,1,0,1,1976
0,1,0,0,1,1,2733
1,0,0,0,1,0,1948
1,0,0,1,1,1,1920
1,1,1,0,0,0,1879
1,0,1,1,0,0,1937
1,0,0,1,1,0,1930
0,0,0,1,0,0,2763
1,1,1,1,1,0,1894
1,0,1,1,1,1,1909
1,0,0,1,0,0,1930
1,1,0,1,1,0,1906
1,1,1,1,1,1,2028
1,1,1,0,1,0,1981
0,0,0,1,1,1,2716
0,1,1,0,0,0,2781
0,0,1,0,1,1,2694
1,1,1,1,0,0,1943
0,0,0,0,1,1,2735
1,1,1,1,0,1,1901
1,1,0,0,0,0,1899
1,1,0,0,0,1,1877
0,0,1,0,0,0,2793
1,1,0,1,0,0,1917
1,0,0,0,1,1,1903
1,0,0,0,0,0,1931
0,1,1,1,0,1,2711
0,1,0,0,0,0,2710
0,1,1,0,1,1,2746
1,0,1,0,0,0,1938
0,1,1,0,0,1,2665
0,1,0,0,0,1,2708
0,1,0,1,1,1,2805
0,0,1,1,1,1,2704
