--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,2.591303338493957
1,0,1,1,1,0,2.8143545135481713
0,0,0,0,0,0,2.3863415075310876
1,0,1,0,1,0,2.813854641525417
0,0,0,1,0,1,2.385395320621667
1,0,0,1,0,1,2.4419956578863733
1,1,0,0,1,0,2.813561431598937
0,1,1,1,1,1,2.7844954562989996
0,0,1,1,1,0,2.5400186667402034
0,1,1,1,1,0,2.804075072689746
1,0,1,0,0,1,2.5429367384154156
1,0,0,0,0,1,2.562267497751524
0,0,1,0,0,1,2.542354126320948
0,0,1,1,0,1,2.51149517678616
1,1,0,1,1,1,2.4605710830611267
0,1,0,1,1,0,2.384159520557908
1,0,1,1,0,1,2.51773463439747
0,1,0,0,1,1,2.8016713281963814
1,0,0,0,1,0,2.801883900933682
1,0,0,1,1,1,2.807251237821919
1,1,1,0,0,0,2.6452563032913656
1,0,1,1,0,0,2.701119905653546
1,0,0,1,1,0,2.795125223689129
0,0,0,1,0,0,2.8004041135900866
1,1,1,1,1,0,2.5837135722252222
1,0,1,1,1,1,2.8054194308951788
1,0,0,1,0,0,2.8160325280927814
1,1,0,1,1,0,2.8191115143417407
1,1,1,1,1,1,2.7974128716584596
1,1,1,0,1,0,2.803508708734506
0,0,0,1,1,1,2.7980291081823925
0,1,1,0,0,0,2.8051188588804776
0,0,1,0,1,1,2.387770237077706
1,1,1,1,0,0,2.5251348407382603
0,0,0,0,1,1,2.444752047685587
1,1,1,1,0,1,2.447897965739312
1,1,0,0,0,0,2.5295222423025567
1,1,0,0,0,1,2.645123578453078
0,0,1,0,0,0,2.7987064339986456
1,1,0,1,0,0,2.8153811790426584
1,0,0,0,1,1,2.8051460665576404
1,0,0,0,0,0,2.801943501171022
0,1,1,1,0,1,2.8020668668999655
0,1,0,0,0,0,2.808134240046939
0,1,1,0,1,1,2.4097526491237113
1,0,1,0,0,0,2.804252387942407
0,1,1,0,0,1,2.384861839725641
0,1,0,0,0,1,2.810835046752465
0,1,0,1,1,1,2.498753301948597
0,0,1,1,1,1,2.818341339751052
