--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,333963.99093381275
1,0,1,1,1,0,180541.2203319095
0,0,0,0,0,0,336026.84047991014
1,0,1,0,1,0,181926.54553809273
0,0,0,1,0,1,335208.46715134685
1,0,0,1,0,1,179579.628691642
1,1,0,0,1,0,180699.24935544128
0,1,1,1,1,1,333584.49465910374
0,0,1,1,1,0,334613.0106004231
0,1,1,1,1,0,334037.60151047795
1,0,1,0,0,1,182464.87715333188
1,0,0,0,0,1,183010.47342402887
0,0,1,0,0,1,332316.2462301214
0,0,1,1,0,1,333055.84785369405
1,1,0,1,1,1,154960.10362306098
0,1,0,1,1,0,379794.8746871558
1,0,1,1,0,1,154883.08777897552
0,1,0,0,1,1,333379.82314967155
1,0,0,0,1,0,179531.982383891
1,0,0,1,1,1,181773.959518812
1,1,1,0,0,0,180149.09715757874
1,0,1,1,0,0,157211.36839738488
1,0,0,1,1,0,181356.9860565404
0,0,0,1,0,0,334135.92783198575
1,1,1,1,1,0,181263.11461292114
1,0,1,1,1,1,181507.45755153155
1,0,0,1,0,0,168596.9514282383
1,1,0,1,1,0,182413.87755163838
1,1,1,1,1,1,180922.30227501382
1,1,1,0,1,0,181529.62892112622
0,0,0,1,1,1,332458.6788770317
0,1,1,0,0,0,333326.2890377583
0,0,1,0,1,1,331669.78823215695
1,1,1,1,0,0,180998.81171565125
0,0,0,0,1,1,330009.0041306732
1,1,1,1,0,1,156605.48834113247
1,1,0,0,0,0,178143.1930127608
1,1,0,0,0,1,157251.04664920704
0,0,1,0,0,0,334734.4200374702
1,1,0,1,0,0,155306.90247472774
1,0,0,0,1,1,179718.12326618063
1,0,0,0,0,0,180982.28224177868
0,1,1,1,0,1,334593.71999373974
0,1,0,0,0,0,334126.354391619
0,1,1,0,1,1,331926.2702133763
1,0,1,0,0,0,180794.21924224333
0,1,1,0,0,1,338493.1823665023
0,1,0,0,0,1,330388.3179448366
0,1,0,1,1,1,333919.2781867315
0,0,1,1,1,1,332355.2174675799
