--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,34362.106156572656
1,0,1,1,1,0,29845.072141359153
0,0,0,0,0,0,30153.272703544844
1,0,1,0,1,0,34868.01653776077
0,0,0,1,0,1,29863.971996672917
1,0,0,1,0,1,29874.793247758982
1,1,0,0,1,0,29617.182515057964
0,1,1,1,1,1,30151.908026308265
0,0,1,1,1,0,29320.318083229944
0,1,1,1,1,0,29577.396385795964
1,0,1,0,0,1,29950.197912405314
1,0,0,0,0,1,30007.410029832765
0,0,1,0,0,1,29041.102016890014
0,0,1,1,0,1,33365.97526693698
1,1,0,1,1,1,29828.123195398548
0,1,0,1,1,0,35099.05198162579
1,0,1,1,0,1,29735.5834606165
0,1,0,0,1,1,34625.68149400675
1,0,0,0,1,0,35140.00392513844
1,0,0,1,1,1,29234.03125392741
1,1,1,0,0,0,29735.73466042728
1,0,1,1,0,0,29944.092283620022
1,0,0,1,1,0,30022.61723847043
0,0,0,1,0,0,30072.1635694744
1,1,1,1,1,0,34185.676837258776
1,0,1,1,1,1,30139.97759092666
1,0,0,1,0,0,30021.947544752587
1,1,0,1,1,0,29867.66295632637
1,1,1,1,1,1,30332.306493761596
1,1,1,0,1,0,29593.61573376542
0,0,0,1,1,1,30133.181429956865
0,1,1,0,0,0,30068.204007833006
0,0,1,0,1,1,30112.921951672677
1,1,1,1,0,0,34613.89515285011
0,0,0,0,1,1,28935.147509211867
1,1,1,1,0,1,35543.24906100068
1,1,0,0,0,0,29819.007273362793
1,1,0,0,0,1,29965.210690040967
0,0,1,0,0,0,30134.92581549705
1,1,0,1,0,0,34639.69915282727
1,0,0,0,1,1,29961.537774727825
1,0,0,0,0,0,34596.41619876167
0,1,1,1,0,1,29998.678258235945
0,1,0,0,0,0,29398.708220760782
0,1,1,0,1,1,29979.836760988026
1,0,1,0,0,0,29809.753852813807
0,1,1,0,0,1,29414.20781537855
0,1,0,0,0,1,30027.32486562772
0,1,0,1,1,1,30297.707087706225
0,0,1,1,1,1,30231.108663331834
