--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,669035.9459633047
1,0,1,1,1,0,674293.7152622843
0,0,0,0,0,0,669437.9164949837
1,0,1,0,1,0,675074.1526764581
0,0,0,1,0,1,781771.5882315232
1,0,0,1,0,1,777288.7120384338
1,1,0,0,1,0,785731.5858400953
0,1,1,1,1,1,779370.529701129
0,0,1,1,1,0,782621.7280052968
0,1,1,1,1,0,764770.2467665037
1,0,1,0,0,1,783081.3703767365
1,0,0,0,0,1,666091.3857398493
0,0,1,0,0,1,781855.3270539925
0,0,1,1,0,1,767161.3514851381
1,1,0,1,1,1,781860.5231194203
0,1,0,1,1,0,780567.9177999536
1,0,1,1,0,1,777568.6981944855
0,1,0,0,1,1,670186.5983791202
1,0,0,0,1,0,779427.1755858466
1,0,0,1,1,1,672645.7022059584
1,1,1,0,0,0,772258.3188631431
1,0,1,1,0,0,774062.2574403348
1,0,0,1,1,0,782701.5138425654
0,0,0,1,0,0,785962.8605039711
1,1,1,1,1,0,779158.7500891163
1,0,1,1,1,1,787629.3361210161
1,0,0,1,0,0,784952.3072790001
1,1,0,1,1,0,771592.2867777053
1,1,1,1,1,1,779632.2630541626
1,1,1,0,1,0,676648.2432266242
0,0,0,1,1,1,785076.6352557505
0,1,1,0,0,0,663855.7906066065
0,0,1,0,1,1,768542.9233144028
1,1,1,1,0,0,780671.9672992127
0,0,0,0,1,1,773385.9338886503
1,1,1,1,0,1,782844.5871483143
1,1,0,0,0,0,778090.072873971
1,1,0,0,0,1,777887.7624641928
0,0,1,0,0,0,779833.2014765362
1,1,0,1,0,0,785893.9887951165
1,0,0,0,1,1,678208.4175159532
1,0,0,0,0,0,781963.2359984595
0,1,1,1,0,1,773513.8044174213
0,1,0,0,0,0,765597.8601539809
0,1,1,0,1,1,776091.5679397349
1,0,1,0,0,0,782601.9754830366
0,1,1,0,0,1,780646.5236444172
0,1,0,0,0,1,671042.7601867646
0,1,0,1,1,1,671072.7063657622
0,0,1,1,1,1,665277.2351610329
