--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,5320110.588606794
1,0,1,1,1,0,434165.00963013916
0,0,0,0,0,0,5500037.610632191
1,0,1,0,1,0,431408.7178274299
0,0,0,1,0,1,5461388.683794023
1,0,0,1,0,1,435395.5717380634
1,1,0,0,1,0,432580.25908982806
0,1,1,1,1,1,5296340.527409166
0,0,1,1,1,0,5245993.679873376
0,1,1,1,1,0,5319615.378721865
1,0,1,0,0,1,432389.7621539302
1,0,0,0,0,1,423595.04619250185
0,0,1,0,0,1,5111871.532104755
0,0,1,1,0,1,5060429.677642836
1,1,0,1,1,1,432436.67096630664
0,1,0,1,1,0,5225930.2926745685
1,0,1,1,0,1,431812.0160381952
0,1,0,0,1,1,5505256.777012382
1,0,0,0,1,0,435972.6198452372
1,0,0,1,1,1,431896.172775085
1,1,1,0,0,0,435122.89106627845
1,0,1,1,0,0,435431.9501884172
1,0,0,1,1,0,430454.90352601116
0,0,0,1,0,0,5359677.822048181
1,1,1,1,1,0,431216.2688539121
1,0,1,1,1,1,429790.54166118166
1,0,0,1,0,0,430366.7950175668
1,1,0,1,1,0,431744.55171474355
1,1,1,1,1,1,434754.8158599053
1,1,1,0,1,0,432559.78785425297
0,0,0,1,1,1,5499898.114387431
0,1,1,0,0,0,5496600.665794443
0,0,1,0,1,1,5501584.113751149
1,1,1,1,0,0,433903.02387867786
0,0,0,0,1,1,5393246.25883316
1,1,1,1,0,1,435855.70723966154
1,1,0,0,0,0,437649.0792505841
1,1,0,0,0,1,429418.4778365212
0,0,1,0,0,0,5495572.97936128
1,1,0,1,0,0,431675.5908792593
1,0,0,0,1,1,433768.54308686353
1,0,0,0,0,0,435083.7037382369
0,1,1,1,0,1,5410375.698219805
0,1,0,0,0,0,5501630.801654673
0,1,1,0,1,1,5378222.878547078
1,0,1,0,0,0,434987.1342561214
0,1,1,0,0,1,5433296.1002229275
0,1,0,0,0,1,5306647.321885275
0,1,0,1,1,1,5140374.397832769
0,0,1,1,1,1,5301007.759742383
