--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,2149.8857335732605
1,0,1,1,1,0,2232.531556833556
0,0,0,0,0,0,2565.286542506798
1,0,1,0,1,0,2191.2909333146345
0,0,0,1,0,1,2176.2169949490003
1,0,0,1,0,1,2227.0623711087655
1,1,0,0,1,0,2177.7288030766954
0,1,1,1,1,1,2593.6233177110757
0,0,1,1,1,0,2579.6598976390956
0,1,1,1,1,0,2166.4153624846185
1,0,1,0,0,1,2137.1174559753804
1,0,0,0,0,1,2550.60398302318
0,0,1,0,0,1,2579.6732069981376
0,0,1,1,0,1,2559.298956829745
1,1,0,1,1,1,2212.433433409072
0,1,0,1,1,0,2171.0434903431988
1,0,1,1,0,1,2212.937719080834
0,1,0,0,1,1,2186.2511040568074
1,0,0,0,1,0,2127.134579550579
1,0,0,1,1,1,2550.623499914554
1,1,1,0,0,0,2608.806810029297
1,0,1,1,0,0,2203.215813801825
1,0,0,1,1,0,2197.420667620347
0,0,0,1,0,0,2157.469374722226
1,1,1,1,1,0,2602.7839376997636
1,0,1,1,1,1,2234.561969989833
1,0,0,1,0,0,2217.186744770765
1,1,0,1,1,0,2207.9539332491368
1,1,1,1,1,1,2459.0083311202256
1,1,1,0,1,0,2601.4635834120277
0,0,0,1,1,1,2159.808554569723
0,1,1,0,0,0,2562.6700972277035
0,0,1,0,1,1,2538.567181911186
1,1,1,1,0,0,2205.6553001896864
0,0,0,0,1,1,2181.6912470547168
1,1,1,1,0,1,2599.4213688033046
1,1,0,0,0,0,2563.8856199347233
1,1,0,0,0,1,2210.4234729289437
0,0,1,0,0,0,2507.9439123423444
1,1,0,1,0,0,2212.5949756393293
1,0,0,0,1,1,2578.628839900671
1,0,0,0,0,0,2178.7014503615555
0,1,1,1,0,1,2553.9848548698105
0,1,0,0,0,0,2209.6078167086125
0,1,1,0,1,1,2523.449151237878
1,0,1,0,0,0,2214.5255157629927
0,1,1,0,0,1,2184.274100188284
0,1,0,0,0,1,2188.499870878508
0,1,0,1,1,1,2132.8009862071763
0,0,1,1,1,1,2583.8457960828896
