--jitless,--experimental-wasm-modules,--experimental-vm-modules,--preserve-symlinks-main,--no-warnings,--node-memory-debug,ops
0,0,1,1,0,0,71326.88981256283
1,0,1,1,1,0,10977.030542151037
0,0,0,0,0,0,71732.52398871502
1,0,1,0,1,0,10948.931489071363
0,0,0,1,0,1,71365.69832799368
1,0,0,1,0,1,10988.970303971122
1,1,0,0,1,0,10974.297370342938
0,1,1,1,1,1,72530.05588143319
0,0,1,1,1,0,71860.74846618705
0,1,1,1,1,0,72257.13944992842
1,0,1,0,0,1,11003.681462162314
1,0,0,0,0,1,10801.705424729334
0,0,1,0,0,1,72324.89870099821
0,0,1,1,0,1,72780.04342779506
1,1,0,1,1,1,10071.0052091586
0,1,0,1,1,0,70308.66947777754
1,0,1,1,0,1,11019.592889964964
0,1,0,0,1,1,72050.63132958463
1,0,0,0,1,0,10966.234257911823
1,0,0,1,1,1,10984.929245630903
1,1,1,0,0,0,10368.471793979923
1,0,1,1,0,0,11026.244917967108
1,0,0,1,1,0,9972.903115797892
0,0,0,1,0,0,71841.30816287041
1,1,1,1,1,0,10869.186904892778
1,0,1,1,1,1,10657.324522598434
1,0,0,1,0,0,10936.493544216697
1,1,0,1,1,0,10841.71921080119
1,1,1,1,1,1,10215.694513143493
1,1,1,0,1,0,11024.460953383325
0,0,0,1,1,1,72800.61107012918
0,1,1,0,0,0,72485.39904097003
0,0,1,0,1,1,71003.86568897672
1,1,1,1,0,0,10908.662271491356
0,0,0,0,1,1,72132.77163694336
1,1,1,1,0,1,11033.377399680121
1,1,0,0,0,0,10883.43429490034
1,1,0,0,0,1,10949.333169036308
0,0,1,0,0,0,71892.84595974843
1,1,0,1,0,0,10896.868577305584
1,0,0,0,1,1,10995.188939114807
1,0,0,0,0,0,10973.390888054128
0,1,1,1,0,1,72385.77432914858
0,1,0,0,0,0,72318.94803050222
0,1,1,0,1,1,72741.75908327199
1,0,1,0,0,0,10963.11488902239
0,1,1,0,0,1,66205.97052424848
0,1,0,0,0,1,72390.88135049713
0,1,0,1,1,1,72732.29890105332
0,0,1,1,1,1,72973.81330433764
