configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 14013 , 1397.1 , 2
1,1,3,0,1,4,1000,1,1,3,2, 15345 , 1531.8 , 3
10,0,2,0,2,2,-1,1,2,3,1, 18194 , 1818.4 , 4
11,0,1,0,3,2,1000,1,1,3,2, 17001 , 1693.5 , 4
12,1,3,0,5,0,-1,1,2,2,1, 20039 , 1997.5 , 4
13,0,2,1,3,1,1000,1,2,3,1, 13681 , 1360.3 , 2
14,1,2,0,1,4,-1,1,1,2,3, 14512 , 1449.8 , 2
15,0,3,0,3,4,1000,2,2,1,2, 13702 , 1356.6 , 2
16,1,2,1,1,4,-1,2,2,1,1, 13674 , 1366.2 , 2
17,1,1,1,2,-1,1000,1,1,3,1, 13675 , 1366.3 , 2
18,1,1,1,4,4,-1,1,3,2,2, 13678 , 1366.6 , 2
19,1,3,1,2,1,-1,2,1,3,3, 13674 , 1366.0 , 2
2,1,2,1,3,-1,1000,1,1,3,3, 13676 , 1358.4 , 2
20,0,3,0,4,0,-1,1,2,1,2, 17003 , 1690.4 , 3
21,1,2,0,2,4,-1,2,3,3,3, 17639 , 1763.1 , 3
22,0,1,0,5,1,-1,1,2,1,3, 17003 , 1697.9 , 3
23,1,1,1,4,0,-1,1,2,3,3, 13674 , 1366.0 , 2
24,1,1,0,2,0,-1,1,1,2,3, 14467 , 1445.1 , 2
25,0,1,1,5,0,-1,1,3,2,3, 13677 , 1361.0 , 2
26,1,3,0,3,0,-1,2,1,2,3, 13682 , 1365.2 , 2
27,0,1,0,4,3,1000,1,3,2,3, 18952 , 1889.9 , 4
28,1,1,0,1,3,-1,2,3,3,2, 12532 , 1251.4 , 2
29,1,3,1,1,4,1000,2,1,2,3, 21677 , 2163.4 , 4
3,0,3,0,4,1,1000,1,3,2,2, 17001 , 1695.6 , 3
30,0,3,0,3,4,1000,2,3,1,1, 15703 , 1567.6 , 3
31,1,2,0,2,4,-1,2,3,3,1, 14014 , 1397.5 , 2
32,1,2,1,1,3,-1,2,2,2,3, 13673 , 1364.3 , 2
33,1,1,0,4,1,-1,2,3,1,2, 12012 , 1199.7 , 2
34,1,1,1,4,3,1000,2,2,2,2, 13678 , 1364.0 , 2
35,1,2,0,5,4,1000,2,1,1,3, 13680 , 1365.5 , 2
36,1,3,0,3,-1,-1,1,3,1,3, 18657 , 1859.5 , 3
37,0,2,1,4,-1,-1,2,2,3,2, 13676 , 1366.4 , 2
38,0,2,0,2,1,-1,2,3,1,3, 20188 , 2016.7 , 4
39,0,2,1,2,0,-1,1,3,3,3, 13676 , 1358.5 , 2
4,0,1,1,5,4,1000,1,1,1,2, 13676 , 1365.3 , 2
40,0,3,0,3,3,1000,1,1,1,1, 17003 , 1693.8 , 3
41,1,2,0,4,3,1000,1,1,3,2, 14580 , 1457.7 , 2
42,1,1,0,2,0,1000,1,3,3,3, 15671 , 1560.4 , 3
43,0,3,1,4,-1,-1,1,3,1,3, 14024 , 1396.9 , 2
44,0,3,0,3,0,1000,1,2,2,2, 25000 , 2491.4 , 4
45,0,2,1,5,1,1000,1,2,3,1, 13680 , 1364.8 , 2
46,1,1,0,5,2,-1,2,2,2,3, 12816 , 1278.7 , 2
47,0,2,0,5,4,-1,2,2,2,3, 14311 , 1430.8 , 2
48,0,3,0,1,3,-1,1,2,2,2, 25001 , 2497.4 , 5
49,1,1,1,3,-1,-1,2,1,2,1, 13676 , 1364.8 , 2
5,1,2,1,5,-1,1000,1,2,3,3, 13680 , 1366.6 , 2
50,1,3,1,5,3,-1,1,2,3,3, 13675 , 1361.4 , 2
51,1,3,0,4,0,1000,1,1,3,2, 19971 , 1993.0 , 4
52,1,1,0,1,4,1000,2,3,1,3, 12347 , 1233.7 , 2
53,0,1,0,4,3,-1,2,3,1,1, 15482 , 1544.8 , 3
54,0,1,0,2,-1,-1,2,3,3,1, 18254 , 1824.2 , 3
55,1,3,1,5,1,1000,1,1,3,3, 22342 , 2233.8 , 4
56,1,3,0,2,3,1000,1,1,1,2, 15671 , 1565.6 , 2
57,1,2,1,2,2,1000,2,1,1,3, 13673 , 1365.2 , 2
58,0,1,1,1,3,-1,1,1,2,2, 13675 , 1364.9 , 2
