configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 28857 , 2883.4 , 10
1,1,3,0,1,4,1000,1,1,3,2, 618 , 241.1 , 0
10,0,2,0,2,2,-1,1,2,3,1, 11495 , 1811.8 , 5
11,0,1,0,3,2,1000,1,1,3,2, 7183 , 2207.4 , 3
12,1,3,0,5,0,-1,1,2,2,1, 1986 , 391.4 , 0
13,0,2,1,3,1,1000,1,2,3,1, 28846 , 2884.6 , 11
14,1,2,0,1,4,-1,1,1,2,3, 618 , 236.7 , 0
15,0,3,0,3,4,1000,2,2,1,2, 1090 , 224.7 , 0
16,1,2,1,1,4,-1,2,2,1,1, 7704 , 2341.1 , 3
17,1,1,1,2,-1,1000,1,1,3,1, 1924 , 363.4 , 0
18,1,1,1,4,4,-1,1,3,2,2, 4924 , 940.1 , 1
19,1,3,1,2,1,-1,2,1,3,3, 14544 , 2223.5 , 5
2,1,2,1,3,-1,1000,1,1,3,3, 1924 , 370.4 , 0
20,0,3,0,4,0,-1,1,2,1,2, 15977 , 2272.5 , 6
21,1,2,0,2,4,-1,2,3,3,3, 28857 , 2877.1 , 10
22,0,1,0,5,1,-1,1,2,1,3, 18701 , 2734.8 , 7
23,1,1,1,4,0,-1,1,2,3,3, 5040 , 936.2 , 2
24,1,1,0,2,0,-1,1,1,2,3, 618 , 240.5 , 0
25,0,1,1,5,0,-1,1,3,2,3, 28127 , 2792.0 , 11
26,1,3,0,3,0,-1,2,1,2,3, 29269 , 3110.6 , 10
27,0,1,0,4,3,1000,1,3,2,3, 22785 , 3041.7 , 8
28,1,1,0,1,3,-1,2,3,3,2, 14063 , 2342.0 , 6
29,1,3,1,1,4,1000,2,1,2,3, 35843 , 3582.3 , 11
3,0,3,0,4,1,1000,1,3,2,2, 22785 , 3024.3 , 8
30,0,3,0,3,4,1000,2,3,1,1, 9658 , 1628.7 , 4
31,1,2,0,2,4,-1,2,3,3,1, 27671 , 2763.1 , 10
32,1,2,1,1,3,-1,2,2,2,3, 7704 , 2319.2 , 3
33,1,1,0,4,1,-1,2,3,1,2, 30455 , 3142.6 , 10
34,1,1,1,4,3,1000,2,2,2,2, 30122 , 3001.0 , 10
35,1,2,0,5,4,1000,2,1,1,3, 21064 , 2496.2 , 8
36,1,3,0,3,-1,-1,1,3,1,3, 5235 , 1673.1 , 2
37,0,2,1,4,-1,-1,2,2,3,2, 7206 , 1234.4 , 3
