configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 224233 , 22315.6 , 42
1,1,3,0,1,4,1000,1,1,3,2, 218813 , 21788.3 , 42
10,0,2,0,2,2,-1,1,2,3,1, 218835 , 21556.2 , 41
11,0,1,0,3,2,1000,1,1,3,2, 224201 , 22204.4 , 42
12,1,3,0,5,0,-1,1,2,2,1, 221263 , 21839.7 , 41
13,0,2,1,3,1,1000,1,2,3,1, 217735 , 21561.3 , 41
14,1,2,0,1,4,-1,1,1,2,3, 217959 , 21457.1 , 41
15,0,3,0,3,4,1000,2,2,1,2, 223367 , 22070.4 , 42
16,1,2,1,1,4,-1,2,2,1,1, 214854 , 21455.3 , 41
17,1,1,1,2,-1,1000,1,1,3,1, 220659 , 21926.3 , 41
18,1,1,1,4,4,-1,1,3,2,2, 216320 , 21414.5 , 41
19,1,3,1,2,1,-1,2,1,3,3, 222679 , 21959.6 , 42
2,1,2,1,3,-1,1000,1,1,3,3, 213849 , 21157.6 , 40
20,0,3,0,4,0,-1,1,2,1,2, 218679 , 21865.9 , 41
21,1,2,0,2,4,-1,2,3,3,3, 220486 , 21881.4 , 41
22,0,1,0,5,1,-1,1,2,1,3, 216932 , 21541.3 , 41
23,1,1,1,4,0,-1,1,2,3,3, 216273 , 21386.4 , 41
24,1,1,0,2,0,-1,1,1,2,3, 221417 , 21999.6 , 42
25,0,1,1,5,0,-1,1,3,2,3, 219306 , 21654.3 , 41
26,1,3,0,3,0,-1,2,1,2,3, 223794 , 22090.3 , 42
27,0,1,0,4,3,1000,1,3,2,3, 221235 , 22037.2 , 42
28,1,1,0,1,3,-1,2,3,3,2, 221911 , 21921.9 , 42
29,1,3,1,1,4,1000,2,1,2,3, 225001 , 22132.7 , 42
3,0,3,0,4,1,1000,1,3,2,2, 221354 , 21972.6 , 42
30,0,3,0,3,4,1000,2,3,1,1, 221838 , 22184.6 , 42
31,1,2,0,2,4,-1,2,3,3,1, 223518 , 22074.4 , 42
32,1,2,1,1,3,-1,2,2,2,3, 219204 , 21599.7 , 42
33,1,1,0,4,1,-1,2,3,1,2, 223367 , 22109.6 , 42
34,1,1,1,4,3,1000,2,2,2,2, 220374 , 21995.8 , 41
35,1,2,0,5,4,1000,2,1,1,3, 224390 , 22282.8 , 42
36,1,3,0,3,-1,-1,1,3,1,3, 217732 , 21766.0 , 41
37,0,2,1,4,-1,-1,2,2,3,2, 217055 , 21624.1 , 41
38,0,2,0,2,1,-1,2,3,1,3, 222152 , 22125.2 , 42
39,0,2,1,2,0,-1,1,3,3,3, 218654 , 21492.3 , 42
4,0,1,1,5,4,1000,1,1,1,2, 218304 , 21597.7 , 41
40,0,3,0,3,3,1000,1,1,1,1, 220830 , 21888.3 , 41
41,1,2,0,4,3,1000,1,1,3,2, 224064 , 22175.0 , 42
42,1,1,0,2,0,1000,1,3,3,3, 215354 , 21409.5 , 41
43,0,3,1,4,-1,-1,1,3,1,3, 219198 , 21636.6 , 41
44,0,3,0,3,0,1000,1,2,2,2, 221354 , 21965.7 , 42
45,0,2,1,5,1,1000,1,2,3,1, 216820 , 21383.7 , 41
46,1,1,0,5,2,-1,2,2,2,3, 221464 , 22083.5 , 42
47,0,2,0,5,4,-1,2,2,2,3, 221464 , 21952.8 , 42
48,0,3,0,1,3,-1,1,2,2,2, 220647 , 22056.8 , 42
49,1,1,1,3,-1,-1,2,1,2,1, 224636 , 22302.3 , 42
5,1,2,1,5,-1,1000,1,2,3,3, 215443 , 21521.6 , 41
50,1,3,1,5,3,-1,1,2,3,3, 215443 , 21542.5 , 41
51,1,3,0,4,0,1000,1,1,3,2, 224064 , 22125.1 , 42
52,1,1,0,1,4,1000,2,3,1,3, 219073 , 21575.1 , 41
53,0,1,0,4,3,-1,2,3,1,1, 221838 , 22102.5 , 42
54,0,1,0,2,-1,-1,2,3,3,1, 223518 , 22200.8 , 42
55,1,3,1,5,1,1000,1,1,3,3, 215443 , 21523.5 , 41
56,1,3,0,2,3,1000,1,1,1,2, 219925 , 21942.1 , 41
57,1,2,1,2,2,1000,2,1,1,3, 217314 , 21412.0 , 41
58,0,1,1,1,3,-1,1,1,2,2, 214995 , 21265.8 , 41
59,1,2,1,4,0,-1,2,2,1,3, 219510 , 21728.9 , 42
6,0,1,0,2,3,1000,2,2,1,1, 219017 , 21567.4 , 41
60,1,1,1,1,2,-1,1,3,1,2, 167407 , 16702.5 , 35
61,0,1,1,3,0,-1,1,2,1,3, 219198 , 21731.3 , 41
62,1,2,0,4,1,-1,1,1,2,3, 221042 , 21999.4 , 42
63,1,3,0,4,1,-1,1,1,3,3, 217063 , 21659.1 , 41
64,1,3,0,5,3,-1,2,1,3,1, 224352 , 22070.4 , 42
65,0,1,1,2,3,1000,1,2,2,1, 218631 , 21804.9 , 41
