configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 161065 , 16014.7 , 35
1,1,3,0,1,4,1000,1,1,3,2, 154911 , 15426.2 , 33
10,0,2,0,2,2,-1,1,2,3,1, 161343 , 15951.0 , 35
11,0,1,0,3,2,1000,1,1,3,2, 157545 , 15703.1 , 34
12,1,3,0,5,0,-1,1,2,2,1, 161798 , 15992.0 , 35
13,0,2,1,3,1,1000,1,2,3,1, 158668 , 15774.2 , 34
14,1,2,0,1,4,-1,1,1,2,3, 153844 , 15321.0 , 34
15,0,3,0,3,4,1000,2,2,1,2, 160159 , 15982.8 , 34
16,1,2,1,1,4,-1,2,2,1,1, 161962 , 16101.8 , 35
17,1,1,1,2,-1,1000,1,1,3,1, 160069 , 15869.1 , 35
18,1,1,1,4,4,-1,1,3,2,2, 158476 , 15745.1 , 34
19,1,3,1,2,1,-1,2,1,3,3, 162764 , 16183.8 , 35
2,1,2,1,3,-1,1000,1,1,3,3, 158518 , 15642.3 , 34
20,0,3,0,4,0,-1,1,2,1,2, 154604 , 15411.1 , 34
21,1,2,0,2,4,-1,2,3,3,3, 158765 , 15868.9 , 34
22,0,1,0,5,1,-1,1,2,1,3, 160918 , 15925.1 , 35
23,1,1,1,4,0,-1,1,2,3,3, 161073 , 16043.6 , 34
24,1,1,0,2,0,-1,1,1,2,3, 158905 , 15822.5 , 35
25,0,1,1,5,0,-1,1,3,2,3, 161889 , 16058.6 , 35
26,1,3,0,3,0,-1,2,1,2,3, 163860 , 16189.0 , 35
27,0,1,0,4,3,1000,1,3,2,3, 161656 , 16093.5 , 35
28,1,1,0,1,3,-1,2,3,3,2, 160775 , 15985.0 , 35
29,1,3,1,1,4,1000,2,1,2,3, 163630 , 16329.3 , 35
3,0,3,0,4,1,1000,1,3,2,2, 156639 , 15654.1 , 34
30,0,3,0,3,4,1000,2,3,1,1, 160883 , 16072.7 , 34
31,1,2,0,2,4,-1,2,3,3,1, 163548 , 16291.2 , 35
32,1,2,1,1,3,-1,2,2,2,3, 160305 , 15908.2 , 35
33,1,1,0,4,1,-1,2,3,1,2, 163718 , 16268.5 , 35
34,1,1,1,4,3,1000,2,2,2,2, 165176 , 16463.5 , 35
35,1,2,0,5,4,1000,2,1,1,3, 159523 , 15844.2 , 35
36,1,3,0,3,-1,-1,1,3,1,3, 158546 , 15735.6 , 34
37,0,2,1,4,-1,-1,2,2,3,2, 165211 , 16419.5 , 35
