configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 7992 , 798.7 , 2
1,1,3,0,1,4,1000,1,1,3,2, 9882 , 987.5 , 4
10,0,2,0,2,2,-1,1,2,3,1, 9437 , 943.5 , 3
11,0,1,0,3,2,1000,1,1,3,2, 9806 , 981.1 , 3
12,1,3,0,5,0,-1,1,2,2,1, 8945 , 892.8 , 3
13,0,2,1,3,1,1000,1,2,3,1, 9358 , 935.0 , 3
14,1,2,0,1,4,-1,1,1,2,3, 9974 , 994.9 , 4
15,0,3,0,3,4,1000,2,2,1,2, 10379 , 1036.4 , 3
16,1,2,1,1,4,-1,2,2,1,1, 8282 , 826.6 , 3
17,1,1,1,2,-1,1000,1,1,3,1, 7869 , 785.6 , 2
18,1,1,1,4,4,-1,1,3,2,2, 8066 , 804.4 , 2
19,1,3,1,2,1,-1,2,1,3,3, 9198 , 919.4 , 3
2,1,2,1,3,-1,1000,1,1,3,3, 8255 , 822.9 , 3
20,0,3,0,4,0,-1,1,2,1,2, 9932 , 992.3 , 3
21,1,2,0,2,4,-1,2,3,3,3, 8133 , 810.4 , 3
22,0,1,0,5,1,-1,1,2,1,3, 8791 , 878.4 , 3
23,1,1,1,4,0,-1,1,2,3,3, 8066 , 805.7 , 2
24,1,1,0,2,0,-1,1,1,2,3, 8976 , 897.3 , 3
25,0,1,1,5,0,-1,1,3,2,3, 9251 , 925.1 , 3
26,1,3,0,3,0,-1,2,1,2,3, 8153 , 813.4 , 2
27,0,1,0,4,3,1000,1,3,2,3, 9932 , 992.8 , 3
28,1,1,0,1,3,-1,2,3,3,2, 7664 , 765.1 , 2
29,1,3,1,1,4,1000,2,1,2,3, 8871 , 884.8 , 3
3,0,3,0,4,1,1000,1,3,2,2, 10069 , 1006.8 , 3
30,0,3,0,3,4,1000,2,3,1,1, 10289 , 1027.2 , 3
31,1,2,0,2,4,-1,2,3,3,1, 7821 , 781.3 , 2
32,1,2,1,1,3,-1,2,2,2,3, 8332 , 832.6 , 3
33,1,1,0,4,1,-1,2,3,1,2, 7933 , 791.5 , 2
34,1,1,1,4,3,1000,2,2,2,2, 6620 , 660.5 , 2
