configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 199197 , 19560.8 , 39
1,1,3,0,1,4,1000,1,1,3,2, 196601 , 19293.6 , 39
10,0,2,0,2,2,-1,1,2,3,1, 198574 , 19545.0 , 39
11,0,1,0,3,2,1000,1,1,3,2, 198598 , 19668.6 , 39
12,1,3,0,5,0,-1,1,2,2,1, 198936 , 19675.8 , 39
13,0,2,1,3,1,1000,1,2,3,1, 193086 , 19118.9 , 38
14,1,2,0,1,4,-1,1,1,2,3, 196825 , 19624.0 , 39
15,0,3,0,3,4,1000,2,2,1,2, 200814 , 19813.1 , 39
16,1,2,1,1,4,-1,2,2,1,1, 205176 , 20368.9 , 40
17,1,1,1,2,-1,1000,1,1,3,1, 197060 , 19630.1 , 38
18,1,1,1,4,4,-1,1,3,2,2, 196659 , 19583.3 , 39
19,1,3,1,2,1,-1,2,1,3,3, 200442 , 19777.2 , 39
2,1,2,1,3,-1,1000,1,1,3,3, 196074 , 19423.7 , 39
20,0,3,0,4,0,-1,1,2,1,2, 197020 , 19561.2 , 39
21,1,2,0,2,4,-1,2,3,3,3, 195749 , 19479.8 , 39
22,0,1,0,5,1,-1,1,2,1,3, 193402 , 19329.3 , 38
23,1,1,1,4,0,-1,1,2,3,3, 196219 , 19480.7 , 39
24,1,1,0,2,0,-1,1,1,2,3, 194093 , 19371.2 , 38
25,0,1,1,5,0,-1,1,3,2,3, 198530 , 19738.1 , 39
26,1,3,0,3,0,-1,2,1,2,3, 200667 , 19977.4 , 39
27,0,1,0,4,3,1000,1,3,2,3, 199789 , 19713.3 , 39
28,1,1,0,1,3,-1,2,3,3,2, 201354 , 19911.0 , 40
29,1,3,1,1,4,1000,2,1,2,3, 200829 , 19825.9 , 40
3,0,3,0,4,1,1000,1,3,2,2, 193673 , 19339.5 , 39
30,0,3,0,3,4,1000,2,3,1,1, 202275 , 19958.4 , 40
31,1,2,0,2,4,-1,2,3,3,1, 204368 , 20373.4 , 40
32,1,2,1,1,3,-1,2,2,2,3, 200829 , 19859.1 , 40
33,1,1,0,4,1,-1,2,3,1,2, 198197 , 19559.4 , 39
34,1,1,1,4,3,1000,2,2,2,2, 197640 , 19732.1 , 39
35,1,2,0,5,4,1000,2,1,1,3, 202192 , 19932.6 , 40
36,1,3,0,3,-1,-1,1,3,1,3, 194668 , 19309.0 , 38
37,0,2,1,4,-1,-1,2,2,3,2, 200270 , 19991.5 , 39
38,0,2,0,2,1,-1,2,3,1,3, 200131 , 19778.3 , 39
39,0,2,1,2,0,-1,1,3,3,3, 197795 , 19595.1 , 39
4,0,1,1,5,4,1000,1,1,1,2, 194440 , 19262.6 , 39
40,0,3,0,3,3,1000,1,1,1,1, 195993 , 19440.6 , 39
41,1,2,0,4,3,1000,1,1,3,2, 198441 , 19693.7 , 39
42,1,1,0,2,0,1000,1,3,3,3, 194842 , 19476.9 , 38
43,0,3,1,4,-1,-1,1,3,1,3, 193842 , 19362.2 , 38
44,0,3,0,3,0,1000,1,2,2,2, 193673 , 19290.9 , 39
45,0,2,1,5,1,1000,1,2,3,1, 197436 , 19562.1 , 39
46,1,1,0,5,2,-1,2,2,2,3, 198632 , 19627.5 , 39
47,0,2,0,5,4,-1,2,2,2,3, 201510 , 19939.4 , 40
48,0,3,0,1,3,-1,1,2,2,2, 199503 , 19660.8 , 39
49,1,1,1,3,-1,-1,2,1,2,1, 200644 , 19885.1 , 39
5,1,2,1,5,-1,1000,1,2,3,3, 196583 , 19372.4 , 39
50,1,3,1,5,3,-1,1,2,3,3, 196583 , 19358.2 , 39
51,1,3,0,4,0,1000,1,1,3,2, 198441 , 19629.6 , 39
52,1,1,0,1,4,1000,2,3,1,3, 200216 , 19785.5 , 40
53,0,1,0,4,3,-1,2,3,1,1, 203614 , 20107.4 , 40
54,0,1,0,2,-1,-1,2,3,3,1, 204506 , 20416.4 , 40
55,1,3,1,5,1,1000,1,1,3,3, 196583 , 19384.2 , 39
56,1,3,0,2,3,1000,1,1,1,2, 197782 , 19574.9 , 39
57,1,2,1,2,2,1000,2,1,1,3, 199667 , 19672.4 , 39
58,0,1,1,1,3,-1,1,1,2,2, 193378 , 19245.9 , 38
59,1,2,1,4,0,-1,2,2,1,3, 204443 , 20178.0 , 40
