configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 5670 , 565.7 , 1
1,1,3,0,1,4,1000,1,1,3,2, 7711 , 769.9 , 2
10,0,2,0,2,2,-1,1,2,3,1, 7797 , 778.4 , 2
11,0,1,0,3,2,1000,1,1,3,2, 9156 , 913.5 , 2
12,1,3,0,5,0,-1,1,2,2,1, 5737 , 573.3 , 1
13,0,2,1,3,1,1000,1,2,3,1, 8365 , 834.9 , 2
14,1,2,0,1,4,-1,1,1,2,3, 7711 , 770.0 , 2
15,0,3,0,3,4,1000,2,2,1,2, 11000 , 1050.2 , 4
16,1,2,1,1,4,-1,2,2,1,1, 5504 , 549.5 , 1
17,1,1,1,2,-1,1000,1,1,3,1, 6468 , 644.9 , 1
18,1,1,1,4,4,-1,1,3,2,2, 8634 , 861.0 , 3
19,1,3,1,2,1,-1,2,1,3,3, 5377 , 536.3 , 1
2,1,2,1,3,-1,1000,1,1,3,3, 6501 , 650.0 , 1
20,0,3,0,4,0,-1,1,2,1,2, 9156 , 914.1 , 2
21,1,2,0,2,4,-1,2,3,3,3, 5728 , 571.4 , 1
22,0,1,0,5,1,-1,1,2,1,3, 8601 , 858.1 , 2
23,1,1,1,4,0,-1,1,2,3,3, 8552 , 852.8 , 3
24,1,1,0,2,0,-1,1,1,2,3, 6932 , 691.6 , 2
25,0,1,1,5,0,-1,1,3,2,3, 8175 , 817.3 , 2
26,1,3,0,3,0,-1,2,1,2,3, 8770 , 876.8 , 3
27,0,1,0,4,3,1000,1,3,2,3, 9058 , 905.2 , 2
28,1,1,0,1,3,-1,2,3,3,2, 6292 , 629.1 , 1
29,1,3,1,1,4,1000,2,1,2,3, 5505 , 548.9 , 1
3,0,3,0,4,1,1000,1,3,2,2, 9058 , 903.7 , 2
30,0,3,0,3,4,1000,2,3,1,1, 11000 , 1051.6 , 4
31,1,2,0,2,4,-1,2,3,3,1, 5692 , 568.2 , 1
32,1,2,1,1,3,-1,2,2,2,3, 5504 , 549.2 , 1
33,1,1,0,4,1,-1,2,3,1,2, 5748 , 574.4 , 1
34,1,1,1,4,3,1000,2,2,2,2, 6386 , 637.2 , 1
35,1,2,0,5,4,1000,2,1,1,3, 9607 , 960.4 , 3
36,1,3,0,3,-1,-1,1,3,1,3, 5668 , 566.6 , 1
37,0,2,1,4,-1,-1,2,2,3,2, 8672 , 867.1 , 2
38,0,2,0,2,1,-1,2,3,1,3, 11000 , 1053.9 , 4
39,0,2,1,2,0,-1,1,3,3,3, 8270 , 826.8 , 2
4,0,1,1,5,4,1000,1,1,1,2, 9316 , 931.4 , 3
40,0,3,0,3,3,1000,1,1,1,1, 9012 , 900.5 , 2
41,1,2,0,4,3,1000,1,1,3,2, 7015 , 700.1 , 2
42,1,1,0,2,0,1000,1,3,3,3, 5753 , 574.4 , 1
43,0,3,1,4,-1,-1,1,3,1,3, 8365 , 835.8 , 2
44,0,3,0,3,0,1000,1,2,2,2, 9058 , 904.3 , 2
45,0,2,1,5,1,1000,1,2,3,1, 8302 , 827.6 , 2
46,1,1,0,5,2,-1,2,2,2,3, 7315 , 729.6 , 2
47,0,2,0,5,4,-1,2,2,2,3, 11000 , 1062.5 , 4
48,0,3,0,1,3,-1,1,2,2,2, 8406 , 839.7 , 2
49,1,1,1,3,-1,-1,2,1,2,1, 6120 , 610.5 , 1
5,1,2,1,5,-1,1000,1,2,3,3, 8526 , 851.5 , 3
50,1,3,1,5,3,-1,1,2,3,3, 8662 , 864.9 , 3
51,1,3,0,4,0,1000,1,1,3,2, 6794 , 678.1 , 2
52,1,1,0,1,4,1000,2,3,1,3, 6538 , 652.3 , 1
53,0,1,0,4,3,-1,2,3,1,1, 11000 , 1051.8 , 4
54,0,1,0,2,-1,-1,2,3,3,1, 11000 , 1048.5 , 4
55,1,3,1,5,1,1000,1,1,3,3, 6191 , 618.9 , 1
56,1,3,0,2,3,1000,1,1,1,2, 6995 , 698.1 , 2
57,1,2,1,2,2,1000,2,1,1,3, 5419 , 540.9 , 1
58,0,1,1,1,3,-1,1,1,2,2, 10140 , 1012.6 , 3
59,1,2,1,4,0,-1,2,2,1,3, 6568 , 655.8 , 1
6,0,1,0,2,3,1000,2,2,1,1, 11000 , 1054.2 , 4
60,1,1,1,1,2,-1,1,3,1,2, 8797 , 879.3 , 3
61,0,1,1,3,0,-1,1,2,1,3, 8327 , 831.4 , 2
62,1,2,0,4,1,-1,1,1,2,3, 7015 , 700.9 , 2
63,1,3,0,4,1,-1,1,1,3,3, 7266 , 725.0 , 2
64,1,3,0,5,3,-1,2,1,3,1, 9739 , 972.6 , 3
65,0,1,1,2,3,1000,1,2,2,1, 8001 , 799.3 , 2
