configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 188096 , 18647.9 , 38
1,1,3,0,1,4,1000,1,1,3,2, 173766 , 17266.1 , 37
10,0,2,0,2,2,-1,1,2,3,1, 180276 , 17854.3 , 38
11,0,1,0,3,2,1000,1,1,3,2, 180695 , 18055.0 , 38
12,1,3,0,5,0,-1,1,2,2,1, 180293 , 17805.0 , 37
13,0,2,1,3,1,1000,1,2,3,1, 171479 , 17110.4 , 36
14,1,2,0,1,4,-1,1,1,2,3, 173062 , 17281.9 , 37
15,0,3,0,3,4,1000,2,2,1,2, 187688 , 18595.8 , 38
16,1,2,1,1,4,-1,2,2,1,1, 182105 , 18127.8 , 38
17,1,1,1,2,-1,1000,1,1,3,1, 175666 , 17482.3 , 37
18,1,1,1,4,4,-1,1,3,2,2, 174542 , 17346.9 , 37
19,1,3,1,2,1,-1,2,1,3,3, 179654 , 17773.5 , 38
2,1,2,1,3,-1,1000,1,1,3,3, 176242 , 17538.7 , 37
20,0,3,0,4,0,-1,1,2,1,2, 176982 , 17491.8 , 37
21,1,2,0,2,4,-1,2,3,3,3, 183556 , 18171.6 , 37
22,0,1,0,5,1,-1,1,2,1,3, 177412 , 17563.5 , 37
23,1,1,1,4,0,-1,1,2,3,3, 182251 , 18034.9 , 38
24,1,1,0,2,0,-1,1,1,2,3, 177760 , 17725.8 , 37
25,0,1,1,5,0,-1,1,3,2,3, 176130 , 17495.3 , 37
26,1,3,0,3,0,-1,2,1,2,3, 180528 , 17939.2 , 37
27,0,1,0,4,3,1000,1,3,2,3, 181678 , 18152.4 , 38
28,1,1,0,1,3,-1,2,3,3,2, 181233 , 18012.5 , 37
29,1,3,1,1,4,1000,2,1,2,3, 179428 , 17816.3 , 38
3,0,3,0,4,1,1000,1,3,2,2, 180168 , 17931.9 , 38
30,0,3,0,3,4,1000,2,3,1,1, 183635 , 18191.9 , 38
31,1,2,0,2,4,-1,2,3,3,1, 181415 , 18110.9 , 37
32,1,2,1,1,3,-1,2,2,2,3, 177541 , 17705.5 , 37
33,1,1,0,4,1,-1,2,3,1,2, 188078 , 18673.4 , 39
34,1,1,1,4,3,1000,2,2,2,2, 174415 , 17356.0 , 37
35,1,2,0,5,4,1000,2,1,1,3, 170917 , 16973.7 , 36
36,1,3,0,3,-1,-1,1,3,1,3, 161357 , 15986.5 , 35
37,0,2,1,4,-1,-1,2,2,3,2, 178556 , 17781.8 , 37
38,0,2,0,2,1,-1,2,3,1,3, 187274 , 18569.5 , 38
39,0,2,1,2,0,-1,1,3,3,3, 168119 , 16743.3 , 36
4,0,1,1,5,4,1000,1,1,1,2, 172236 , 17185.4 , 37
40,0,3,0,3,3,1000,1,1,1,1, 179550 , 17842.5 , 37
41,1,2,0,4,3,1000,1,1,3,2, 176854 , 17681.4 , 37
42,1,1,0,2,0,1000,1,3,3,3, 178438 , 17805.3 , 38
43,0,3,1,4,-1,-1,1,3,1,3, 176334 , 17568.8 , 37
44,0,3,0,3,0,1000,1,2,2,2, 180168 , 17912.4 , 38
45,0,2,1,5,1,1000,1,2,3,1, 179159 , 17760.3 , 37
46,1,1,0,5,2,-1,2,2,2,3, 181257 , 18074.0 , 37
47,0,2,0,5,4,-1,2,2,2,3, 144974 , 14399.8 , 33
48,0,3,0,1,3,-1,1,2,2,2, 177296 , 17554.6 , 37
49,1,1,1,3,-1,-1,2,1,2,1, 181973 , 18131.2 , 38
5,1,2,1,5,-1,1000,1,2,3,3, 172736 , 17240.2 , 37
50,1,3,1,5,3,-1,1,2,3,3, 175703 , 17416.1 , 37
51,1,3,0,4,0,1000,1,1,3,2, 172599 , 17157.1 , 37
52,1,1,0,1,4,1000,2,3,1,3, 175383 , 17523.8 , 37
53,0,1,0,4,3,-1,2,3,1,1, 183132 , 18161.3 , 38
54,0,1,0,2,-1,-1,2,3,3,1, 184975 , 18315.7 , 38
55,1,3,1,5,1,1000,1,1,3,3, 175703 , 17408.7 , 37
56,1,3,0,2,3,1000,1,1,1,2, 181052 , 17834.9 , 37
57,1,2,1,2,2,1000,2,1,1,3, 180443 , 17965.2 , 37
58,0,1,1,1,3,-1,1,1,2,2, 171694 , 16914.7 , 36
59,1,2,1,4,0,-1,2,2,1,3, 180112 , 17864.4 , 38
6,0,1,0,2,3,1000,2,2,1,1, 183014 , 18295.2 , 38
60,1,1,1,1,2,-1,1,3,1,2, 177511 , 17565.5 , 37
61,0,1,1,3,0,-1,1,2,1,3, 176557 , 17618.2 , 37
62,1,2,0,4,1,-1,1,1,2,3, 181678 , 18075.2 , 38
63,1,3,0,4,1,-1,1,1,3,3, 173053 , 17100.7 , 36
64,1,3,0,5,3,-1,2,1,3,1, 179981 , 17874.5 , 37
65,0,1,1,2,3,1000,1,2,2,1, 177414 , 17695.5 , 37
66,0,3,1,2,0,1000,1,1,3,3, 174979 , 17468.8 , 37
67,0,3,0,4,3,1000,1,2,1,2, 176982 , 17550.2 , 37
68,1,3,1,3,4,-1,2,2,2,3, 181951 , 18072.4 , 37
69,0,1,1,4,2,1000,2,3,3,2, 182503 , 18222.0 , 38
7,1,2,1,4,3,1000,2,1,1,3, 180112 , 17852.4 , 38
70,1,1,1,3,0,-1,1,1,3,1, 175139 , 17313.9 , 37
71,1,2,1,3,1,-1,1,2,1,1, 174686 , 17334.4 , 37
72,1,2,1,2,-1,1000,1,2,2,2, 163967 , 16230.8 , 35
73,0,1,1,3,3,1000,2,3,1,3, 180112 , 17941.5 , 38
74,1,1,0,5,1,-1,2,1,2,3, 181257 , 18033.0 , 37
75,1,3,0,2,4,-1,2,2,2,1, 188096 , 18605.9 , 38
76,0,1,1,2,4,-1,2,2,3,3, 184960 , 18353.4 , 38
77,0,3,0,2,0,-1,1,2,3,3, 179300 , 17793.0 , 38
78,1,3,1,3,3,-1,2,3,1,3, 176536 , 17609.8 , 37
79,0,2,1,1,1,-1,1,2,3,3, 173428 , 17302.7 , 37
8,1,1,0,5,0,1000,1,2,2,3, 182076 , 17996.8 , 37
80,1,1,1,2,0,1000,2,1,2,2, 181540 , 18113.4 , 37
81,1,2,1,3,3,-1,2,3,2,2, 174415 , 17340.1 , 37
82,0,2,0,2,0,-1,2,3,1,1, 182194 , 18144.4 , 38
83,1,3,0,3,4,1000,2,3,1,2, 185831 , 18568.6 , 38
84,0,2,1,1,1,1000,1,1,1,2, 178120 , 17683.9 , 37
85,0,3,0,5,2,1000,2,2,2,3, 181096 , 18005.6 , 37
86,0,1,0,5,1,-1,2,2,3,3, 183806 , 18275.0 , 38
87,0,1,0,4,1,1000,1,2,3,2, 180695 , 17950.2 , 38
88,1,3,0,5,4,1000,1,3,3,2, 170253 , 16923.4 , 36
89,1,2,1,4,-1,-1,1,1,1,2, 178294 , 17635.7 , 38
9,0,1,0,1,0,1000,1,1,2,3, 179557 , 17753.1 , 37
90,1,1,1,1,3,1000,1,1,1,3, 177976 , 17662.9 , 37
91,1,3,1,1,1,-1,2,2,1,1, 181382 , 18034.6 , 38
92,0,3,0,3,1,-1,2,1,1,2, 185831 , 18575.6 , 38
93,1,2,0,5,4,-1,2,1,3,3, 183347 , 18229.2 , 38
94,1,2,0,5,4,1000,1,2,1,1, 181538 , 18101.5 , 38
95,1,1,0,1,0,-1,1,1,1,2, 182357 , 18073.8 , 37
96,0,1,0,5,2,-1,1,3,1,1, 181770 , 17976.0 , 38
97,0,2,1,5,2,1000,1,2,2,2, 167616 , 16755.6 , 36
98,0,1,1,5,3,1000,1,3,3,2, 176159 , 17558.6 , 37
99,0,2,0,1,0,1000,1,3,3,2, 175084 , 17413.6 , 37
