configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 154938 , 15386.9 , 33
1,1,3,0,1,4,1000,1,1,3,2, 158622 , 15795.6 , 33
10,0,2,0,2,2,-1,1,2,3,1, 142653 , 14194.1 , 31
11,0,1,0,3,2,1000,1,1,3,2, 157022 , 15628.9 , 33
12,1,3,0,5,0,-1,1,2,2,1, 155488 , 15496.2 , 33
13,0,2,1,3,1,1000,1,2,3,1, 150580 , 14932.3 , 32
14,1,2,0,1,4,-1,1,1,2,3, 153196 , 15164.6 , 33
15,0,3,0,3,4,1000,2,2,1,2, 160836 , 15996.8 , 34
16,1,2,1,1,4,-1,2,2,1,1, 149806 , 14965.3 , 31
17,1,1,1,2,-1,1000,1,1,3,1, 150056 , 14979.4 , 31
18,1,1,1,4,4,-1,1,3,2,2, 154336 , 15393.2 , 31
19,1,3,1,2,1,-1,2,1,3,3, 150024 , 14929.4 , 31
2,1,2,1,3,-1,1000,1,1,3,3, 152172 , 15122.5 , 31
20,0,3,0,4,0,-1,1,2,1,2, 149370 , 14871.9 , 33
21,1,2,0,2,4,-1,2,3,3,3, 153136 , 15278.9 , 34
22,0,1,0,5,1,-1,1,2,1,3, 159741 , 15888.4 , 33
23,1,1,1,4,0,-1,1,2,3,3, 154221 , 15412.2 , 32
24,1,1,0,2,0,-1,1,1,2,3, 150116 , 14904.9 , 32
25,0,1,1,5,0,-1,1,3,2,3, 156156 , 15545.6 , 32
26,1,3,0,3,0,-1,2,1,2,3, 152590 , 15192.8 , 33
27,0,1,0,4,3,1000,1,3,2,3, 158128 , 15706.0 , 33
28,1,1,0,1,3,-1,2,3,3,2, 156320 , 15619.6 , 34
29,1,3,1,1,4,1000,2,1,2,3, 148616 , 14763.0 , 32
3,0,3,0,4,1,1000,1,3,2,2, 149920 , 14875.6 , 32
30,0,3,0,3,4,1000,2,3,1,1, 154277 , 15413.0 , 32
31,1,2,0,2,4,-1,2,3,3,1, 156929 , 15618.7 , 34
32,1,2,1,1,3,-1,2,2,2,3, 149912 , 14956.3 , 31
33,1,1,0,4,1,-1,2,3,1,2, 162371 , 16102.9 , 34
34,1,1,1,4,3,1000,2,2,2,2, 154743 , 15360.8 , 33
35,1,2,0,5,4,1000,2,1,1,3, 155484 , 15466.2 , 33
36,1,3,0,3,-1,-1,1,3,1,3, 154993 , 15413.1 , 33
37,0,2,1,4,-1,-1,2,2,3,2, 152689 , 15255.3 , 32
38,0,2,0,2,1,-1,2,3,1,3, 157925 , 15749.0 , 33
39,0,2,1,2,0,-1,1,3,3,3, 156237 , 15488.8 , 32
4,0,1,1,5,4,1000,1,1,1,2, 155933 , 15532.6 , 32
40,0,3,0,3,3,1000,1,1,1,1, 151824 , 15119.1 , 32
41,1,2,0,4,3,1000,1,1,3,2, 148451 , 14726.3 , 32
42,1,1,0,2,0,1000,1,3,3,3, 151849 , 15119.2 , 33
43,0,3,1,4,-1,-1,1,3,1,3, 154721 , 15413.7 , 32
44,0,3,0,3,0,1000,1,2,2,2, 148697 , 14722.4 , 32
45,0,2,1,5,1,1000,1,2,3,1, 152403 , 15160.3 , 31
46,1,1,0,5,2,-1,2,2,2,3, 154180 , 15392.8 , 34
47,0,2,0,5,4,-1,2,2,2,3, 154516 , 15407.3 , 33
48,0,3,0,1,3,-1,1,2,2,2, 158290 , 15730.1 , 33
49,1,1,1,3,-1,-1,2,1,2,1, 151914 , 15079.1 , 31
5,1,2,1,5,-1,1000,1,2,3,3, 152741 , 15156.3 , 32
50,1,3,1,5,3,-1,1,2,3,3, 154116 , 15299.2 , 32
51,1,3,0,4,0,1000,1,1,3,2, 157472 , 15663.4 , 33
52,1,1,0,1,4,1000,2,3,1,3, 153641 , 15520.9 , 33
53,0,1,0,4,3,-1,2,3,1,1, 155196 , 15425.1 , 32
54,0,1,0,2,-1,-1,2,3,3,1, 153160 , 15251.2 , 33
55,1,3,1,5,1,1000,1,1,3,3, 154116 , 15270.2 , 32
56,1,3,0,2,3,1000,1,1,1,2, 150883 , 14914.2 , 32
57,1,2,1,2,2,1000,2,1,1,3, 155500 , 15507.9 , 34
58,0,1,1,1,3,-1,1,1,2,2, 148359 , 14752.5 , 31
59,1,2,1,4,0,-1,2,2,1,3, 153764 , 15248.9 , 32
6,0,1,0,2,3,1000,2,2,1,1, 157091 , 15634.9 , 33
60,1,1,1,1,2,-1,1,3,1,2, 155456 , 15521.8 , 32
61,0,1,1,3,0,-1,1,2,1,3, 156558 , 15547.5 , 32
62,1,2,0,4,1,-1,1,1,2,3, 149072 , 14906.3 , 32
63,1,3,0,4,1,-1,1,1,3,3, 155872 , 15549.2 , 32
64,1,3,0,5,3,-1,2,1,3,1, 152300 , 15216.9 , 33
65,0,1,1,2,3,1000,1,2,2,1, 153129 , 15268.2 , 31
66,0,3,1,2,0,1000,1,1,3,3, 150781 , 15074.3 , 31
67,0,3,0,4,3,1000,1,2,1,2, 149370 , 14851.0 , 33
68,1,3,1,3,4,-1,2,2,2,3, 152579 , 15224.6 , 32
69,0,1,1,4,2,1000,2,3,3,2, 149738 , 14843.3 , 31
7,1,2,1,4,3,1000,2,1,1,3, 150751 , 15027.7 , 31
70,1,1,1,3,0,-1,1,1,3,1, 144570 , 14339.0 , 32
71,1,2,1,3,1,-1,1,2,1,1, 145691 , 14532.7 , 30
72,1,2,1,2,-1,1000,1,2,2,2, 151873 , 15159.0 , 31
73,0,1,1,3,3,1000,2,3,1,3, 156428 , 15624.8 , 33
74,1,1,0,5,1,-1,2,1,2,3, 155450 , 15470.3 , 34
75,1,3,0,2,4,-1,2,2,2,1, 154938 , 15347.8 , 33
76,0,1,1,2,4,-1,2,2,3,3, 150899 , 15014.9 , 32
77,0,3,0,2,0,-1,1,2,3,3, 159628 , 15863.0 , 34
78,1,3,1,3,3,-1,2,3,1,3, 153590 , 15285.5 , 33
79,0,2,1,1,1,-1,1,2,3,3, 154475 , 15421.7 , 32
8,1,1,0,5,0,1000,1,2,2,3, 149743 , 14925.6 , 32
80,1,1,1,2,0,1000,2,1,2,2, 153905 , 15300.9 , 32
81,1,2,1,3,3,-1,2,3,2,2, 148748 , 14794.7 , 31
82,0,2,0,2,0,-1,2,3,1,1, 157698 , 15692.8 , 33
83,1,3,0,3,4,1000,2,3,1,2, 160836 , 16059.9 , 34
84,0,2,1,1,1,1000,1,1,1,2, 150147 , 14915.6 , 32
85,0,3,0,5,2,1000,2,2,2,3, 150104 , 14966.8 , 33
86,0,1,0,5,1,-1,2,2,3,3, 156001 , 15478.3 , 33
87,0,1,0,4,1,1000,1,2,3,2, 157022 , 15650.2 , 33
88,1,3,0,5,4,1000,1,3,3,2, 151943 , 15089.8 , 32
89,1,2,1,4,-1,-1,1,1,1,2, 149815 , 14894.6 , 31
9,0,1,0,1,0,1000,1,1,2,3, 152702 , 15235.4 , 33
90,1,1,1,1,3,1000,1,1,1,3, 152148 , 15077.1 , 32
91,1,3,1,1,1,-1,2,2,1,1, 151295 , 15023.1 , 31
92,0,3,0,3,1,-1,2,1,1,2, 160836 , 16068.0 , 34
93,1,2,0,5,4,-1,2,1,3,3, 152741 , 15168.6 , 32
94,1,2,0,5,4,1000,1,2,1,1, 145501 , 14460.1 , 31
95,1,1,0,1,0,-1,1,1,1,2, 147544 , 14645.8 , 32
96,0,1,0,5,2,-1,1,3,1,1, 156786 , 15519.3 , 33
97,0,2,1,5,2,1000,1,2,2,2, 148239 , 14801.4 , 31
98,0,1,1,5,3,1000,1,3,3,2, 146597 , 14656.7 , 31
99,0,2,0,1,0,1000,1,3,3,2, 158588 , 15758.4 , 33
