configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 3035 , 302.5 , 0
1,1,3,0,1,4,1000,1,1,3,2, 0 , 0.0 , 0
10,0,2,0,2,2,-1,1,2,3,1, 0 , 0.0 , 0
11,0,1,0,3,2,1000,1,1,3,2, 3030 , 301.6 , 0
12,1,3,0,5,0,-1,1,2,2,1, 3077 , 306.3 , 0
13,0,2,1,3,1,1000,1,2,3,1, 191 , 37.7 , 0
14,1,2,0,1,4,-1,1,1,2,3, 662 , 131.9 , 0
15,0,3,0,3,4,1000,2,2,1,2, 1146 , 163.8 , 0
16,1,2,1,1,4,-1,2,2,1,1, 3043 , 302.8 , 0
17,1,1,1,2,-1,1000,1,1,3,1, 1221 , 121.5 , 0
18,1,1,1,4,4,-1,1,3,2,2, 2771 , 276.0 , 0
19,1,3,1,2,1,-1,2,1,3,3, 0 , 0.0 , 0
2,1,2,1,3,-1,1000,1,1,3,3, 11000 , 1366.5 , 2
20,0,3,0,4,0,-1,1,2,1,2, 272 , 52.0 , 0
21,1,2,0,2,4,-1,2,3,3,3, 1359 , 134.6 , 0
22,0,1,0,5,1,-1,1,2,1,3, 3109 , 325.1 , 0
23,1,1,1,4,0,-1,1,2,3,3, 229 , 44.7 , 0
24,1,1,0,2,0,-1,1,1,2,3, 1688 , 210.4 , 0
25,0,1,1,5,0,-1,1,3,2,3, 691 , 136.4 , 0
26,1,3,0,3,0,-1,2,1,2,3, 1018 , 148.3 , 0
27,0,1,0,4,3,1000,1,3,2,3, 0 , 0.0 , 0
28,1,1,0,1,3,-1,2,3,3,2, 145 , 28.7 , 0
29,1,3,1,1,4,1000,2,1,2,3, 0 , 0.0 , 0
3,0,3,0,4,1,1000,1,3,2,2, 0 , 0.0 , 0
30,0,3,0,3,4,1000,2,3,1,1, 3194 , 354.6 , 0
31,1,2,0,2,4,-1,2,3,3,1, 1034 , 135.8 , 0
32,1,2,1,1,3,-1,2,2,2,3, 0 , 0.0 , 0
33,1,1,0,4,1,-1,2,3,1,2, 1291 , 129.0 , 0
34,1,1,1,4,3,1000,2,2,2,2, 0 , 0.0 , 0
35,1,2,0,5,4,1000,2,1,1,3, 0 , 0.0 , 0
36,1,3,0,3,-1,-1,1,3,1,3, 0 , 0.0 , 0
37,0,2,1,4,-1,-1,2,2,3,2, 0 , 0.0 , 0
38,0,2,0,2,1,-1,2,3,1,3, 0 , 0.0 , 0
39,0,2,1,2,0,-1,1,3,3,3, 2310 , 246.8 , 0
4,0,1,1,5,4,1000,1,1,1,2, 708 , 109.6 , 0
40,0,3,0,3,3,1000,1,1,1,1, 3148 , 311.9 , 0
41,1,2,0,4,3,1000,1,1,3,2, 2664 , 263.4 , 0
42,1,1,0,2,0,1000,1,3,3,3, 1140 , 126.4 , 0
43,0,3,1,4,-1,-1,1,3,1,3, 5109 , 512.4 , 1
44,0,3,0,3,0,1000,1,2,2,2, 0 , 0.0 , 0
45,0,2,1,5,1,1000,1,2,3,1, 3218 , 334.9 , 0
46,1,1,0,5,2,-1,2,2,2,3, 2551 , 253.9 , 0
47,0,2,0,5,4,-1,2,2,2,3, 3194 , 317.9 , 0
48,0,3,0,1,3,-1,1,2,2,2, 3207 , 361.8 , 0
49,1,1,1,3,-1,-1,2,1,2,1, 0 , 0.0 , 0
5,1,2,1,5,-1,1000,1,2,3,3, 124 , 24.7 , 0
50,1,3,1,5,3,-1,1,2,3,3, 3145 , 311.7 , 0
51,1,3,0,4,0,1000,1,1,3,2, 2664 , 261.9 , 0
52,1,1,0,1,4,1000,2,3,1,3, 2909 , 301.1 , 0
53,0,1,0,4,3,-1,2,3,1,1, 258 , 50.9 , 0
54,0,1,0,2,-1,-1,2,3,3,1, 5194 , 516.9 , 1
55,1,3,1,5,1,1000,1,1,3,3, 302 , 64.7 , 0
