configurationID,--boost,--carduse,--decompose,--gluescale,--lkhd,--memlim,--minimize,--prbsimple,--sweepirr,--sweepred,conflicts,cps,reductions
0,1,3,0,2,4,1000,2,3,2,1, 148851 , 14860.6 , 32
1,1,3,0,1,4,1000,1,1,3,2, 151227 , 15029.0 , 32
10,0,2,0,2,2,-1,1,2,3,1, 155064 , 15374.9 , 32
11,0,1,0,3,2,1000,1,1,3,2, 154265 , 15338.1 , 32
12,1,3,0,5,0,-1,1,2,2,1, 152923 , 15214.7 , 32
13,0,2,1,3,1,1000,1,2,3,1, 147670 , 14772.4 , 31
14,1,2,0,1,4,-1,1,1,2,3, 145820 , 14543.4 , 31
15,0,3,0,3,4,1000,2,2,1,2, 159962 , 15958.3 , 33
16,1,2,1,1,4,-1,2,2,1,1, 152774 , 15144.8 , 32
17,1,1,1,2,-1,1000,1,1,3,1, 153039 , 15186.5 , 32
18,1,1,1,4,4,-1,1,3,2,2, 132029 , 13199.9 , 29
19,1,3,1,2,1,-1,2,1,3,3, 151605 , 15144.8 , 32
2,1,2,1,3,-1,1000,1,1,3,3, 133567 , 13273.6 , 30
20,0,3,0,4,0,-1,1,2,1,2, 153456 , 15238.3 , 32
21,1,2,0,2,4,-1,2,3,3,3, 150713 , 15066.0 , 32
22,0,1,0,5,1,-1,1,2,1,3, 148912 , 14876.9 , 31
23,1,1,1,4,0,-1,1,2,3,3, 146240 , 14547.8 , 31
24,1,1,0,2,0,-1,1,1,2,3, 146663 , 14648.7 , 32
25,0,1,1,5,0,-1,1,3,2,3, 151643 , 15049.0 , 31
26,1,3,0,3,0,-1,2,1,2,3, 151018 , 15026.6 , 32
27,0,1,0,4,3,1000,1,3,2,3, 154360 , 15303.1 , 32
28,1,1,0,1,3,-1,2,3,3,2, 149025 , 14881.8 , 32
29,1,3,1,1,4,1000,2,1,2,3, 147517 , 14683.9 , 32
3,0,3,0,4,1,1000,1,3,2,2, 155022 , 15415.8 , 32
30,0,3,0,3,4,1000,2,3,1,1, 154267 , 15375.3 , 32
31,1,2,0,2,4,-1,2,3,3,1, 149681 , 14859.1 , 32
32,1,2,1,1,3,-1,2,2,2,3, 148485 , 14743.4 , 32
33,1,1,0,4,1,-1,2,3,1,2, 153335 , 15279.2 , 32
34,1,1,1,4,3,1000,2,2,2,2, 152646 , 15187.4 , 32
35,1,2,0,5,4,1000,2,1,1,3, 148441 , 14822.4 , 32
36,1,3,0,3,-1,-1,1,3,1,3, 136438 , 13537.8 , 30
37,0,2,1,4,-1,-1,2,2,3,2, 147979 , 14693.0 , 31
38,0,2,0,2,1,-1,2,3,1,3, 159553 , 15948.0 , 33
39,0,2,1,2,0,-1,1,3,3,3, 139074 , 13866.3 , 30
4,0,1,1,5,4,1000,1,1,1,2, 149893 , 14913.4 , 31
40,0,3,0,3,3,1000,1,1,1,1, 153471 , 15273.7 , 32
41,1,2,0,4,3,1000,1,1,3,2, 141590 , 14082.6 , 30
42,1,1,0,2,0,1000,1,3,3,3, 153690 , 15245.3 , 31
43,0,3,1,4,-1,-1,1,3,1,3, 132904 , 13272.0 , 30
44,0,3,0,3,0,1000,1,2,2,2, 155022 , 15399.9 , 32
45,0,2,1,5,1,1000,1,2,3,1, 147271 , 14655.1 , 32
46,1,1,0,5,2,-1,2,2,2,3, 149451 , 14877.3 , 32
47,0,2,0,5,4,-1,2,2,2,3, 155148 , 15422.4 , 33
48,0,3,0,1,3,-1,1,2,2,2, 140327 , 13894.3 , 30
49,1,1,1,3,-1,-1,2,1,2,1, 153376 , 15294.1 , 32
5,1,2,1,5,-1,1000,1,2,3,3, 142606 , 14142.3 , 30
50,1,3,1,5,3,-1,1,2,3,3, 153181 , 15203.2 , 32
51,1,3,0,4,0,1000,1,1,3,2, 152988 , 15286.5 , 32
52,1,1,0,1,4,1000,2,3,1,3, 153499 , 15230.4 , 32
53,0,1,0,4,3,-1,2,3,1,1, 153673 , 15221.6 , 32
54,0,1,0,2,-1,-1,2,3,3,1, 149441 , 14899.3 , 31
55,1,3,1,5,1,1000,1,1,3,3, 151855 , 15164.6 , 31
56,1,3,0,2,3,1000,1,1,1,2, 148474 , 14787.8 , 31
57,1,2,1,2,2,1000,2,1,1,3, 147669 , 14717.5 , 31
58,0,1,1,1,3,-1,1,1,2,2, 131724 , 13015.9 , 30
59,1,2,1,4,0,-1,2,2,1,3, 143940 , 14332.5 , 32
6,0,1,0,2,3,1000,2,2,1,1, 152754 , 15252.3 , 31
60,1,1,1,1,2,-1,1,3,1,2, 148089 , 14787.5 , 31
61,0,1,1,3,0,-1,1,2,1,3, 151500 , 15114.2 , 31
62,1,2,0,4,1,-1,1,1,2,3, 146279 , 14508.0 , 31
63,1,3,0,4,1,-1,1,1,3,3, 154192 , 15413.9 , 32
64,1,3,0,5,3,-1,2,1,3,1, 149914 , 14919.4 , 31
65,0,1,1,2,3,1000,1,2,2,1, 152582 , 15112.6 , 32
66,0,3,1,2,0,1000,1,1,3,3, 143610 , 14265.6 , 32
67,0,3,0,4,3,1000,1,2,1,2, 153456 , 15262.9 , 32
68,1,3,1,3,4,-1,2,2,2,3, 149405 , 14914.2 , 32
69,0,1,1,4,2,1000,2,3,3,2, 154534 , 15362.1 , 32
7,1,2,1,4,3,1000,2,1,1,3, 143940 , 14312.3 , 32
70,1,1,1,3,0,-1,1,1,3,1, 149536 , 14892.4 , 31
71,1,2,1,3,1,-1,1,2,1,1, 118452 , 11783.2 , 29
72,1,2,1,2,-1,1000,1,2,2,2, 140493 , 14010.3 , 31
73,0,1,1,3,3,1000,2,3,1,3, 150629 , 15039.6 , 33
74,1,1,0,5,1,-1,2,1,2,3, 149451 , 14858.6 , 32
75,1,3,0,2,4,-1,2,2,2,1, 148996 , 14794.8 , 32
76,0,1,1,2,4,-1,2,2,3,3, 146441 , 14508.2 , 32
77,0,3,0,2,0,-1,1,2,3,3, 146783 , 14635.1 , 31
78,1,3,1,3,3,-1,2,3,1,3, 151993 , 15153.7 , 32
79,0,2,1,1,1,-1,1,2,3,3, 141756 , 14033.2 , 32
8,1,1,0,5,0,1000,1,2,2,3, 145444 , 14463.6 , 31
80,1,1,1,2,0,1000,2,1,2,2, 151117 , 15078.9 , 32
81,1,2,1,3,3,-1,2,3,2,2, 146219 , 14518.2 , 31
82,0,2,0,2,0,-1,2,3,1,1, 151347 , 15021.2 , 32
83,1,3,0,3,4,1000,2,3,1,2, 157858 , 15759.2 , 33
84,0,2,1,1,1,1000,1,1,1,2, 132855 , 13190.2 , 30
85,0,3,0,5,2,1000,2,2,2,3, 157387 , 15706.1 , 33
86,0,1,0,5,1,-1,2,2,3,3, 150299 , 15016.6 , 32
87,0,1,0,4,1,1000,1,2,3,2, 154265 , 15365.9 , 32
88,1,3,0,5,4,1000,1,3,3,2, 152856 , 15263.2 , 32
89,1,2,1,4,-1,-1,1,1,1,2, 143156 , 14251.6 , 32
9,0,1,0,1,0,1000,1,1,2,3, 152276 , 15138.8 , 32
90,1,1,1,1,3,1000,1,1,1,3, 143501 , 14338.0 , 31
91,1,3,1,1,1,-1,2,2,1,1, 146896 , 14653.8 , 32
92,0,3,0,3,1,-1,2,1,1,2, 159962 , 15939.2 , 33
93,1,2,0,5,4,-1,2,1,3,3, 148591 , 14766.9 , 31
94,1,2,0,5,4,1000,1,2,1,1, 154494 , 15380.0 , 32
95,1,1,0,1,0,-1,1,1,1,2, 158769 , 15851.2 , 32
96,0,1,0,5,2,-1,1,3,1,1, 150738 , 15018.4 , 31
97,0,2,1,5,2,1000,1,2,2,2, 123283 , 12218.7 , 29
98,0,1,1,5,3,1000,1,3,3,2, 146772 , 14626.4 , 31
99,0,2,0,1,0,1000,1,3,3,2, 155346 , 15524.1 , 32
